City,Year,Season,AverageTemperature,AveragePrecipitation
Mezzana,2016,Summer,9.8,3.4
Mezzana,2016,Winter,-8.2,2.5
Mezzana,2017,Autumn,-2.6,2.5
Mezzana,2017,Spring,3.4,2.9
Mezzana,2017,Summer,9.7,3.1
Mezzana,2017,Winter,-7.6,2.0
Mezzana,2018,Autumn,-1.2,4.1
Mezzana,2018,Spring,2.6,3.8
Mezzana,2018,Summer,10.2,2.7
Mezzana,2018,Winter,-8.3,2.4
Mezzana,2019,Autumn,-0.9,6.5
Mezzana,2019,Spring,1.0,4.3
Mezzana,2019,Summer,10.8,2.8
Mezzana,2019,Winter,-7.4,2.1
Mezzana,2020,Autumn,-1.9,5.7
Mezzana,2020,Spring,2.0,3.6
Mezzana,2020,Summer,10.4,3.3
Mezzana,2020,Winter,-6.3,1.8
Mezzana,2021,Autumn,-2.5,2.5
Mezzana,2021,Spring,0.4,3.4
Mezzana,2021,Summer,8.6,2.9
Mezzana,2021,Winter,-8.3,2.0
Mezzana,2022,Autumn,-1.9,2.6
Mezzana,2022,Spring,3.4,2.4
Mezzana,2022,Summer,10.5,1.9
Mezzana,2022,Winter,-6.9,0.8
Mezzana,2023,Autumn,-2.2,4.3
Mezzana,2023,Spring,1.0,2.2
Mezzana,2023,Summer,10.8,2.9
Mezzana,2023,Winter,-6.5,1.3
Mezzana,2024,Autumn,-0.7,3.4
Mezzana,2024,Spring,0.7,4.8
Mezzana,2024,Summer,10.3,3.6
Mezzana,2024,Winter,-5.8,3.2
Mezzana,2025,Autumn,1.0,2.0
Mezzana,2025,Spring,2.5,2.4
Mezzana,2025,Summer,10.4,2.7
Mezzana,2025,Winter,-6.5,2.6
Predazzo,1990,Autumn,-0.8,4.4
Predazzo,1990,Spring,4.2,4.6
Predazzo,1990,Summer,11.3,3.8
Predazzo,1990,Winter,-2.8,1.4
Predazzo,1991,Autumn,-0.7,3.4
Predazzo,1991,Spring,2.7,4.6
Predazzo,1991,Summer,12.5,4.2
Predazzo,1991,Winter,-5.7,1.9
Predazzo,1992,Autumn,0.9,4.4
Predazzo,1992,Spring,4.1,4.8
Predazzo,1992,Summer,12.2,4.3
Predazzo,1992,Winter,-5.1,0.6
Predazzo,1993,Autumn,0.8,5.3
Predazzo,1993,Spring,4.7,3.3
Predazzo,1993,Summer,11.0,5.5
Predazzo,1993,Winter,-4.8,0.6
Predazzo,1994,Autumn,3.1,2.3
Predazzo,1994,Spring,4.8,3.3
Predazzo,1994,Summer,12.6,5.3
Predazzo,1994,Winter,-4.6,1.6
Predazzo,1995,Autumn,1.5,1.0
Predazzo,1995,Spring,3.7,4.1
Predazzo,1995,Summer,11.0,4.4
Predazzo,1995,Winter,-6.1,1.7
Predazzo,1996,Autumn,0.2,4.3
Predazzo,1996,Spring,5.2,3.2
Predazzo,1996,Summer,9.3,6.8
Predazzo,1996,Winter,-6.4,1.2
Predazzo,1997,Autumn,1.0,2.6
Predazzo,1997,Spring,4.5,4.4
Predazzo,1997,Summer,11.2,6.5
Predazzo,1997,Winter,-3.3,0.8
Predazzo,1998,Autumn,0.0,2.2
Predazzo,1998,Spring,4.2,5.2
Predazzo,1998,Summer,11.8,6.9
Predazzo,1998,Winter,-3.8,0.5
Predazzo,1999,Autumn,-0.4,3.4
Predazzo,1999,Spring,4.9,4.5
Predazzo,1999,Summer,11.4,6.0
Predazzo,1999,Winter,-6.7,2.2
Predazzo,2000,Autumn,1.2,7.5
Predazzo,2000,Spring,5.7,3.8
Predazzo,2000,Summer,10.9,6.0
Predazzo,2000,Winter,-5.5,0.7
Predazzo,2001,Autumn,1.5,1.6
Predazzo,2001,Spring,4.3,4.4
Predazzo,2001,Summer,11.1,4.8
Predazzo,2001,Winter,-5.3,2.6
Predazzo,2002,Autumn,1.0,5.8
Predazzo,2002,Spring,4.4,5.0
Predazzo,2002,Summer,10.9,4.5
Predazzo,2002,Winter,-3.6,1.7
Predazzo,2003,Autumn,-0.1,3.8
Predazzo,2003,Spring,5.6,3.2
Predazzo,2003,Summer,13.2,4.4
Predazzo,2003,Winter,-7.4,1.0
Predazzo,2004,Autumn,1.7,2.8
Predazzo,2004,Spring,3.5,3.2
Predazzo,2004,Summer,11.8,4.4
Predazzo,2004,Winter,-6.3,2.0
Predazzo,2005,Autumn,0.1,2.2
Predazzo,2005,Spring,5.2,3.7
Predazzo,2005,Summer,11.4,5.2
Predazzo,2005,Winter,-7.9,0.5
Predazzo,2006,Autumn,3.2,2.3
Predazzo,2006,Spring,4.3,3.7
Predazzo,2006,Summer,12.1,5.5
Predazzo,2006,Winter,-7.1,1.4
Predazzo,2007,Autumn,0.3,2.5
Predazzo,2007,Spring,5.8,3.6
Predazzo,2007,Summer,11.0,4.6
Predazzo,2007,Winter,-2.0,1.6
Predazzo,2008,Autumn,0.6,5.1
Predazzo,2008,Spring,3.7,4.7
Predazzo,2008,Summer,11.8,5.6
Predazzo,2008,Winter,-3.0,1.5
Predazzo,2009,Autumn,0.6,2.5
Predazzo,2009,Spring,5.0,4.0
Predazzo,2009,Summer,11.8,5.5
Predazzo,2009,Winter,-5.7,3.0
Predazzo,2010,Autumn,-1.1,4.3
Predazzo,2010,Spring,4.6,5.1
Predazzo,2010,Summer,11.6,5.8
Predazzo,2010,Winter,-6.6,1.8
Predazzo,2011,Autumn,2.3,1.9
Predazzo,2011,Spring,5.8,3.2
Predazzo,2011,Summer,12.0,6.0
Predazzo,2011,Winter,-4.1,1.3
Predazzo,2012,Autumn,1.1,4.6
Predazzo,2012,Spring,5.0,4.1
Predazzo,2012,Summer,12.3,5.8
Predazzo,2012,Winter,-5.8,1.3
Predazzo,2013,Autumn,2.3,3.5
Predazzo,2013,Spring,4.1,5.7
Predazzo,2013,Summer,11.6,4.8
Predazzo,2013,Winter,-5.0,2.8
Predazzo,2014,Autumn,3.6,4.0
Predazzo,2014,Spring,4.3,2.5
Predazzo,2014,Summer,10.5,6.5
Predazzo,2014,Winter,-3.0,3.7
Predazzo,2015,Autumn,2.9,1.9
Predazzo,2015,Spring,5.9,3.8
Predazzo,2015,Summer,12.9,5.2
Predazzo,2015,Winter,-3.6,1.6
Predazzo,2016,Autumn,1.9,2.3
Predazzo,2016,Spring,4.6,5.3
Predazzo,2016,Summer,12.5,5.3
Predazzo,2016,Winter,-3.4,2.5
Predazzo,2017,Autumn,0.0,2.9
Predazzo,2017,Spring,6.0,4.0
Predazzo,2017,Summer,11.7,5.5
Predazzo,2017,Winter,-3.3,2.0
Predazzo,2018,Autumn,1.6,4.0
Predazzo,2018,Spring,5.3,5.1
Predazzo,2018,Summer,12.2,5.3
Predazzo,2018,Winter,-4.4,2.8
Predazzo,2019,Autumn,2.5,6.9
Predazzo,2019,Spring,3.8,6.3
Predazzo,2019,Summer,12.7,5.4
Predazzo,2019,Winter,-3.5,2.0
Predazzo,2020,Autumn,1.9,6.3
Predazzo,2020,Spring,4.5,4.5
Predazzo,2020,Summer,12.4,5.3
Predazzo,2020,Winter,-2.3,1.8
Predazzo,2021,Autumn,0.9,3.2
Predazzo,2021,Spring,3.3,3.7
Predazzo,2021,Summer,11.2,4.8
Predazzo,2021,Winter,-3.9,2.1
Predazzo,2022,Autumn,2.1,2.5
Predazzo,2022,Spring,6.1,3.3
Predazzo,2022,Summer,12.4,3.1
Predazzo,2022,Winter,-3.3,0.6
Predazzo,2023,Autumn,1.6,4.2
Predazzo,2023,Spring,4.0,5.4
Predazzo,2023,Summer,13.0,4.3
Predazzo,2023,Winter,-2.6,1.4
Predazzo,2024,Autumn,2.5,4.2
Predazzo,2024,Spring,4.1,6.3
Predazzo,2024,Summer,12.9,5.3
Predazzo,2024,Winter,-2.3,3.6
Predazzo,2025,Autumn,4.3,2.5
Predazzo,2025,Spring,6.0,4.9
Predazzo,2025,Summer,12.6,4.2
Predazzo,2025,Winter,-3.4,2.9
Lavarone,1990,Autumn,7.0,5.7
Lavarone,1990,Spring,12.3,5.5
Lavarone,1990,Summer,19.3,3.8
Lavarone,1990,Winter,4.1,0.4
Lavarone,1991,Autumn,6.6,4.0
Lavarone,1991,Spring,11.0,6.1
Lavarone,1991,Summer,20.4,3.3
Lavarone,1991,Winter,2.0,1.7
Lavarone,1992,Autumn,7.8,6.6
Lavarone,1992,Spring,12.5,5.0
Lavarone,1992,Summer,20.0,3.2
Lavarone,1992,Winter,3.0,0.6
Lavarone,1993,Autumn,7.9,6.1
Lavarone,1993,Spring,13.5,2.9
Lavarone,1993,Summer,19.1,4.0
Lavarone,1993,Winter,2.3,1.1
Lavarone,1994,Autumn,9.2,3.0
Lavarone,1994,Spring,12.8,4.1
Lavarone,1994,Summer,21.0,5.3
Lavarone,1994,Winter,3.2,1.6
Lavarone,1995,Autumn,8.1,1.6
Lavarone,1995,Spring,12.0,5.6
Lavarone,1995,Summer,19.0,6.2
Lavarone,1995,Winter,1.9,2.4
Lavarone,1996,Autumn,7.7,6.5
Lavarone,1996,Spring,13.6,4.0
Lavarone,1996,Summer,17.5,5.6
Lavarone,1996,Winter,1.3,2.2
Lavarone,1997,Autumn,7.9,4.1
Lavarone,1997,Spring,12.8,4.4
Lavarone,1997,Summer,19.0,5.2
Lavarone,1997,Winter,3.7,1.2
Lavarone,1998,Autumn,7.2,3.2
Lavarone,1998,Spring,12.3,5.5
Lavarone,1998,Summer,20.0,4.7
Lavarone,1998,Winter,4.3,0.6
Lavarone,1999,Autumn,7.4,3.9
Lavarone,1999,Spring,13.4,5.5
Lavarone,1999,Summer,19.6,4.6
Lavarone,1999,Winter,1.3,1.8
Lavarone,2000,Autumn,9.0,8.3
Lavarone,2000,Spring,14.3,4.1
Lavarone,2000,Summer,19.4,4.9
Lavarone,2000,Winter,2.4,0.8
Lavarone,2001,Autumn,8.2,1.9
Lavarone,2001,Spring,13.3,4.3
Lavarone,2001,Summer,19.8,4.0
Lavarone,2001,Winter,2.8,3.2
Lavarone,2002,Autumn,8.6,6.6
Lavarone,2002,Spring,13.0,6.5
Lavarone,2002,Summer,19.1,5.8
Lavarone,2002,Winter,3.2,2.4
Lavarone,2003,Autumn,7.7,4.6
Lavarone,2003,Spring,14.4,2.7
Lavarone,2003,Summer,21.8,3.4
Lavarone,2003,Winter,1.6,2.2
Lavarone,2004,Autumn,9.0,4.4
Lavarone,2004,Spring,12.2,5.4
Lavarone,2004,Summer,19.8,3.8
Lavarone,2004,Winter,1.2,3.5
Lavarone,2005,Autumn,7.5,3.8
Lavarone,2005,Spring,13.3,4.2
Lavarone,2005,Summer,19.5,6.0
Lavarone,2005,Winter,0.9,0.8
Lavarone,2006,Autumn,9.8,1.8
Lavarone,2006,Spring,12.9,3.4
Lavarone,2006,Summer,20.4,4.7
Lavarone,2006,Winter,0.8,2.0
Lavarone,2007,Autumn,7.5,3.5
Lavarone,2007,Spring,14.3,4.5
Lavarone,2007,Summer,19.3,3.8
Lavarone,2007,Winter,5.1,1.6
Lavarone,2008,Autumn,7.7,7.4
Lavarone,2008,Spring,12.4,5.9
Lavarone,2008,Summer,19.9,4.9
Lavarone,2008,Winter,4.0,3.1
Lavarone,2009,Autumn,8.4,3.3
Lavarone,2009,Spring,14.2,4.8
Lavarone,2009,Summer,20.0,5.4
Lavarone,2009,Winter,2.4,4.8
Lavarone,2010,Autumn,6.9,7.1
Lavarone,2010,Spring,13.2,7.1
Lavarone,2010,Summer,19.5,4.9
Lavarone,2010,Winter,1.9,4.3
Lavarone,2011,Autumn,8.6,3.5
Lavarone,2011,Spring,14.6,3.5
Lavarone,2011,Summer,20.3,5.1
Lavarone,2011,Winter,3.3,2.4
Lavarone,2012,Autumn,8.6,6.3
Lavarone,2012,Spring,13.2,5.4
Lavarone,2012,Summer,20.8,4.1
Lavarone,2012,Winter,1.7,0.7
Lavarone,2013,Autumn,9.1,3.5
Lavarone,2013,Spring,12.2,8.1
Lavarone,2013,Summer,20.1,3.7
Lavarone,2013,Winter,2.7,4.8
Lavarone,2014,Autumn,10.6,5.4
Lavarone,2014,Spring,13.6,4.4
Lavarone,2014,Summer,18.6,7.6
Lavarone,2014,Winter,4.4,7.0
Lavarone,2015,Autumn,8.8,2.7
Lavarone,2015,Spring,14.3,4.6
Lavarone,2015,Summer,21.2,4.1
Lavarone,2015,Winter,3.8,2.4
Lavarone,2016,Autumn,8.4,2.7
Lavarone,2016,Spring,13.3,5.9
Lavarone,2016,Summer,20.9,4.8
Lavarone,2016,Winter,3.8,4.4
Lavarone,2017,Autumn,7.7,2.1
Lavarone,2017,Spring,14.1,3.2
Lavarone,2017,Summer,20.3,6.3
Lavarone,2017,Winter,2.8,2.3
Lavarone,2018,Autumn,9.3,4.4
Lavarone,2018,Spring,14.5,4.2
Lavarone,2018,Summer,20.9,3.6
Lavarone,2018,Winter,2.6,4.0
Lavarone,2019,Autumn,9.5,7.0
Lavarone,2019,Spring,12.7,6.5
Lavarone,2019,Summer,20.9,4.2
Lavarone,2019,Winter,3.8,2.3
Lavarone,2020,Autumn,8.1,5.9
Lavarone,2020,Spring,12.9,3.9
Lavarone,2020,Summer,20.6,2.8
Lavarone,2020,Winter,4.4,2.1
Lavarone,2021,Autumn,8.3,3.2
Lavarone,2021,Spring,12.2,4.0
Lavarone,2021,Summer,20.3,3.1
Lavarone,2021,Winter,3.1,2.8
Lavarone,2022,Autumn,9.7,3.8
Lavarone,2022,Spring,14.3,2.2
Lavarone,2022,Summer,21.8,2.3
Lavarone,2022,Winter,3.5,0.8
Lavarone,2023,Autumn,9.4,4.6
Lavarone,2023,Spring,13.1,3.7
Lavarone,2023,Summer,20.9,4.5
Lavarone,2023,Winter,4.4,1.3
Lavarone,2024,Autumn,8.5,5.1
Lavarone,2024,Spring,13.1,6.3
Lavarone,2024,Summer,21.5,5.1
Lavarone,2024,Winter,5.0,5.4
Lavarone,2025,Autumn,11.3,3.8
Lavarone,2025,Spring,13.8,4.4
Lavarone,2025,Summer,20.3,4.9
Lavarone,2025,Winter,4.1,4.6
Telve,1990,Autumn,3.3,5.3
Telve,1990,Spring,8.5,4.4
Telve,1990,Summer,15.5,2.8
Telve,1990,Winter,1.2,0.8
Telve,1991,Autumn,3.0,4.0
Telve,1991,Spring,7.2,4.4
Telve,1991,Summer,16.5,3.0
Telve,1991,Winter,-2.1,1.6
Telve,1992,Autumn,4.6,5.9
Telve,1992,Spring,8.6,4.4
Telve,1992,Summer,16.2,2.6
Telve,1992,Winter,-0.7,0.5
Telve,1993,Autumn,4.7,6.0
Telve,1993,Spring,9.5,2.6
Telve,1993,Summer,15.1,4.7
Telve,1993,Winter,-0.9,0.8
Telve,1994,Autumn,6.4,2.6
Telve,1994,Spring,9.1,3.5
Telve,1994,Summer,16.9,4.6
Telve,1994,Winter,-0.8,2.0
Telve,1995,Autumn,5.1,1.7
Telve,1995,Spring,8.1,4.1
Telve,1995,Summer,15.2,3.1
Telve,1995,Winter,-2.5,2.0
Telve,1996,Autumn,4.0,5.4
Telve,1996,Spring,9.6,2.9
Telve,1996,Summer,13.5,4.7
Telve,1996,Winter,-2.6,1.9
Telve,1997,Autumn,4.6,3.5
Telve,1997,Spring,9.1,3.3
Telve,1997,Summer,15.2,5.0
Telve,1997,Winter,0.3,1.0
Telve,1998,Autumn,4.1,2.8
Telve,1998,Spring,8.4,4.9
Telve,1998,Summer,16.1,4.8
Telve,1998,Winter,1.1,0.7
Telve,1999,Autumn,3.5,4.0
Telve,1999,Spring,9.5,4.4
Telve,1999,Summer,15.5,4.4
Telve,1999,Winter,-3.3,2.0
Telve,2000,Autumn,5.3,9.1
Telve,2000,Spring,10.3,3.6
Telve,2000,Summer,15.4,4.1
Telve,2000,Winter,-1.8,0.7
Telve,2001,Autumn,5.2,1.7
Telve,2001,Spring,9.4,4.0
Telve,2001,Summer,15.6,4.3
Telve,2001,Winter,-1.3,3.7
Telve,2002,Autumn,5.1,6.3
Telve,2002,Spring,9.0,5.6
Telve,2002,Summer,15.3,3.6
Telve,2002,Winter,-0.3,2.2
Telve,2003,Autumn,3.9,4.4
Telve,2003,Spring,10.4,2.2
Telve,2003,Summer,17.7,3.0
Telve,2003,Winter,-2.9,1.6
Telve,2004,Autumn,5.8,3.7
Telve,2004,Spring,8.2,3.6
Telve,2004,Summer,15.9,3.2
Telve,2004,Winter,-2.3,2.8
Telve,2005,Autumn,4.2,3.1
Telve,2005,Spring,9.6,3.5
Telve,2005,Summer,15.7,4.5
Telve,2005,Winter,-2.5,0.5
Telve,2006,Autumn,6.8,1.8
Telve,2006,Spring,8.8,2.7
Telve,2006,Summer,16.6,3.2
Telve,2006,Winter,-2.8,1.8
Telve,2007,Autumn,4.4,2.7
Telve,2007,Spring,10.4,3.5
Telve,2007,Summer,15.4,3.8
Telve,2007,Winter,2.4,1.5
Telve,2008,Autumn,4.4,6.5
Telve,2008,Spring,8.5,4.6
Telve,2008,Summer,15.9,4.4
Telve,2008,Winter,1.0,2.3
Telve,2009,Autumn,4.9,2.9
Telve,2009,Spring,10.3,3.9
Telve,2009,Summer,16.1,3.5
Telve,2009,Winter,-1.2,3.9
Telve,2010,Autumn,3.4,5.9
Telve,2010,Spring,9.3,5.4
Telve,2010,Summer,15.8,4.1
Telve,2010,Winter,-1.8,3.0
Telve,2011,Autumn,6.0,2.6
Telve,2011,Spring,10.8,3.0
Telve,2011,Summer,16.3,4.9
Telve,2011,Winter,0.3,2.0
Telve,2012,Autumn,5.3,5.4
Telve,2012,Spring,9.2,4.3
Telve,2012,Summer,16.7,4.2
Telve,2012,Winter,-1.8,0.8
Telve,2013,Autumn,6.2,4.0
Telve,2013,Spring,8.3,6.4
Telve,2013,Summer,16.1,2.9
Telve,2013,Winter,-0.7,4.0
Telve,2014,Autumn,7.3,5.0
Telve,2014,Spring,9.2,2.7
Telve,2014,Summer,14.7,5.6
Telve,2014,Winter,0.7,5.4
Telve,2015,Autumn,6.4,2.2
Telve,2015,Spring,10.6,3.3
Telve,2015,Summer,17.2,3.4
Telve,2015,Winter,0.5,2.2
Telve,2016,Autumn,5.6,2.6
Telve,2016,Spring,9.3,4.5
Telve,2016,Summer,17.0,3.2
Telve,2016,Winter,0.8,3.6
Telve,2017,Autumn,4.2,2.1
Telve,2017,Spring,10.0,3.2
Telve,2017,Summer,15.9,4.7
Telve,2017,Winter,0.1,1.6
Telve,2018,Autumn,5.3,3.4
Telve,2018,Spring,9.8,5.3
Telve,2018,Summer,16.3,3.4
Telve,2018,Winter,-0.7,2.3
Telve,2019,Autumn,5.4,6.1
Telve,2019,Spring,8.2,5.6
Telve,2019,Summer,16.6,3.3
Telve,2019,Winter,0.2,1.7
Telve,2020,Autumn,4.1,5.7
Telve,2020,Spring,8.9,4.1
Telve,2020,Summer,16.3,4.8
Telve,2020,Winter,0.7,1.7
Telve,2021,Autumn,4.2,3.0
Telve,2021,Spring,8.1,3.2
Telve,2021,Summer,15.6,3.3
Telve,2021,Winter,-1.4,1.9
Telve,2022,Autumn,5.3,2.5
Telve,2022,Spring,9.7,2.8
Telve,2022,Summer,16.9,1.7
Telve,2022,Winter,0.1,0.6
Telve,2023,Autumn,5.4,3.8
Telve,2023,Spring,8.4,5.3
Telve,2023,Summer,16.9,2.9
Telve,2023,Winter,0.4,1.1
Telve,2024,Autumn,4.8,3.4
Telve,2024,Spring,9.1,6.3
Telve,2024,Summer,17.0,4.3
Telve,2024,Winter,0.5,3.9
Telve,2025,Autumn,7.9,2.2
Telve,2025,Spring,10.2,3.9
Telve,2025,Summer,16.4,3.7
Telve,2025,Winter,0.2,2.5
Cavalese,1990,Autumn,3.0,3.8
Cavalese,1990,Spring,8.8,3.2
Cavalese,1990,Summer,15.6,1.9
Cavalese,1990,Winter,1.0,0.8
Cavalese,1991,Autumn,2.8,2.9
Cavalese,1991,Spring,7.5,3.0
Cavalese,1991,Summer,16.7,1.9
Cavalese,1991,Winter,-2.2,1.5
Cavalese,1992,Autumn,4.8,4.5
Cavalese,1992,Spring,8.8,3.6
Cavalese,1992,Summer,16.4,1.5
Cavalese,1992,Winter,-1.3,0.4
Cavalese,1993,Autumn,4.7,4.5
Cavalese,1993,Spring,9.6,2.1
Cavalese,1993,Summer,15.4,2.2
Cavalese,1993,Winter,-0.9,0.6
Cavalese,1994,Autumn,6.8,2.0
Cavalese,1994,Spring,9.5,2.7
Cavalese,1994,Summer,17.1,2.4
Cavalese,1994,Winter,-0.8,1.4
Cavalese,1995,Autumn,5.3,0.9
Cavalese,1995,Spring,8.4,3.0
Cavalese,1995,Summer,15.4,1.8
Cavalese,1995,Winter,-2.5,1.5
Cavalese,1996,Autumn,4.0,4.0
Cavalese,1996,Spring,9.8,1.8
Cavalese,1996,Summer,13.8,2.8
Cavalese,1996,Winter,-2.8,1.4
Cavalese,1997,Autumn,4.7,2.5
Cavalese,1997,Spring,9.4,2.1
Cavalese,1997,Summer,15.4,2.8
Cavalese,1997,Winter,0.3,0.7
Cavalese,1998,Autumn,4.1,2.2
Cavalese,1998,Spring,8.8,3.5
Cavalese,1998,Summer,16.1,3.6
Cavalese,1998,Winter,0.6,0.6
Cavalese,1999,Autumn,3.4,2.5
Cavalese,1999,Spring,9.7,3.4
Cavalese,1999,Summer,15.7,3.0
Cavalese,1999,Winter,-3.1,1.4
Cavalese,2000,Autumn,5.1,6.2
Cavalese,2000,Spring,10.5,2.5
Cavalese,2000,Summer,15.5,2.8
Cavalese,2000,Winter,-1.7,0.4
Cavalese,2001,Autumn,5.5,1.1
Cavalese,2001,Spring,9.5,3.0
Cavalese,2001,Summer,15.7,2.6
Cavalese,2001,Winter,-1.2,2.3
Cavalese,2002,Autumn,5.2,4.9
Cavalese,2002,Spring,9.1,4.6
Cavalese,2002,Summer,15.5,2.6
Cavalese,2002,Winter,-0.0,1.7
Cavalese,2003,Autumn,3.8,3.4
Cavalese,2003,Spring,10.6,1.7
Cavalese,2003,Summer,17.9,1.5
Cavalese,2003,Winter,-3.0,1.2
Cavalese,2004,Autumn,5.7,2.8
Cavalese,2004,Spring,8.4,2.6
Cavalese,2004,Summer,16.2,1.8
Cavalese,2004,Winter,-2.2,2.2
Cavalese,2005,Autumn,4.2,2.5
Cavalese,2005,Spring,9.9,2.4
Cavalese,2005,Summer,15.9,2.6
Cavalese,2005,Winter,-3.3,0.3
Cavalese,2006,Autumn,7.1,1.2
Cavalese,2006,Spring,9.0,1.6
Cavalese,2006,Summer,16.8,1.8
Cavalese,2006,Winter,-3.1,1.5
Cavalese,2007,Autumn,4.4,2.2
Cavalese,2007,Spring,10.6,2.6
Cavalese,2007,Summer,15.6,2.0
Cavalese,2007,Winter,2.5,1.3
Cavalese,2008,Autumn,4.5,5.0
Cavalese,2008,Spring,8.7,3.3
Cavalese,2008,Summer,16.2,2.0
Cavalese,2008,Winter,1.1,1.6
Cavalese,2009,Autumn,4.8,2.3
Cavalese,2009,Spring,10.3,3.0
Cavalese,2009,Summer,16.3,2.1
Cavalese,2009,Winter,-1.5,3.1
Cavalese,2010,Autumn,3.3,4.8
Cavalese,2010,Spring,9.5,3.6
Cavalese,2010,Summer,16.1,2.2
Cavalese,2010,Winter,-2.2,2.2
Cavalese,2011,Autumn,6.2,1.9
Cavalese,2011,Spring,10.9,2.0
Cavalese,2011,Summer,16.5,3.2
Cavalese,2011,Winter,0.2,1.7
Cavalese,2012,Autumn,5.2,3.9
Cavalese,2012,Spring,9.4,3.3
Cavalese,2012,Summer,16.8,3.3
Cavalese,2012,Winter,-1.8,0.7
Cavalese,2013,Autumn,6.4,3.1
Cavalese,2013,Spring,8.7,4.8
Cavalese,2013,Summer,16.2,1.8
Cavalese,2013,Winter,-0.6,3.3
Cavalese,2014,Autumn,7.5,3.7
Cavalese,2014,Spring,9.3,2.1
Cavalese,2014,Summer,15.0,3.2
Cavalese,2014,Winter,0.6,4.3
Cavalese,2015,Autumn,6.9,1.6
Cavalese,2015,Spring,10.9,2.2
Cavalese,2015,Summer,17.5,2.2
Cavalese,2015,Winter,0.4,1.5
Cavalese,2016,Autumn,5.9,2.0
Cavalese,2016,Spring,9.5,3.0
Cavalese,2016,Summer,17.2,2.0
Cavalese,2016,Winter,0.8,2.6
Cavalese,2017,Autumn,4.6,2.3
Cavalese,2017,Spring,10.7,3.3
Cavalese,2017,Summer,16.7,3.7
Cavalese,2017,Winter,1.0,1.4
Cavalese,2018,Autumn,5.7,3.7
Cavalese,2018,Spring,10.3,6.0
Cavalese,2018,Summer,16.8,3.9
Cavalese,2018,Winter,0.2,2.6
Cavalese,2019,Autumn,5.8,5.7
Cavalese,2019,Spring,8.7,5.6
Cavalese,2019,Summer,17.2,3.6
Cavalese,2019,Winter,0.9,1.5
Cavalese,2020,Autumn,4.8,5.5
Cavalese,2020,Spring,9.7,4.2
Cavalese,2020,Summer,16.8,4.2
Cavalese,2020,Winter,1.7,1.4
Cavalese,2021,Autumn,4.8,2.6
Cavalese,2021,Spring,8.6,3.4
Cavalese,2021,Summer,16.1,3.4
Cavalese,2021,Winter,-0.8,1.7
Cavalese,2022,Autumn,5.9,2.2
Cavalese,2022,Spring,10.4,3.2
Cavalese,2022,Summer,17.3,1.8
Cavalese,2022,Winter,1.0,0.5
Cavalese,2023,Autumn,6.1,3.3
Cavalese,2023,Spring,9.0,6.8
Cavalese,2023,Summer,17.5,3.4
Cavalese,2023,Winter,1.4,1.1
Cavalese,2024,Autumn,5.7,3.2
Cavalese,2024,Spring,9.5,6.5
Cavalese,2024,Summer,17.5,5.3
Cavalese,2024,Winter,1.9,3.2
Cavalese,2025,Autumn,8.1,3.1
Cavalese,2025,Spring,10.8,4.7
Cavalese,2025,Summer,17.0,3.3
Cavalese,2025,Winter,1.2,2.4
Arco,1990,Autumn,10.4,3.3
Arco,1990,Spring,14.8,2.9
Arco,1990,Summer,22.6,1.6
Arco,1990,Winter,6.2,0.3
Arco,1991,Autumn,9.6,2.6
Arco,1991,Spring,13.2,3.6
Arco,1991,Summer,23.5,1.1
Arco,1991,Winter,4.8,1.0
Arco,1992,Autumn,10.8,4.6
Arco,1992,Spring,15.0,2.3
Arco,1992,Summer,23.4,1.5
Arco,1992,Winter,5.2,0.5
Arco,1993,Autumn,10.3,3.2
Arco,1993,Spring,15.6,1.7
Arco,1993,Summer,22.1,1.6
Arco,1993,Winter,5.1,0.7
Arco,1994,Autumn,11.6,2.5
Arco,1994,Spring,15.0,2.3
Arco,1994,Summer,24.1,3.3
Arco,1994,Winter,6.4,1.1
Arco,1995,Autumn,10.8,1.4
Arco,1995,Spring,14.1,3.2
Arco,1995,Summer,21.9,2.7
Arco,1995,Winter,5.3,2.1
Arco,1996,Autumn,10.8,4.6
Arco,1996,Spring,15.8,1.9
Arco,1996,Summer,20.7,2.4
Arco,1996,Winter,4.0,2.0
Arco,1997,Autumn,11.1,2.5
Arco,1997,Spring,15.4,1.9
Arco,1997,Summer,22.2,2.3
Arco,1997,Winter,6.5,1.1
Arco,1998,Autumn,9.8,2.6
Arco,1998,Spring,14.8,2.4
Arco,1998,Summer,23.3,2.3
Arco,1998,Winter,6.2,0.8
Arco,1999,Autumn,10.5,2.7
Arco,1999,Spring,15.6,2.9
Arco,1999,Summer,22.6,2.5
Arco,1999,Winter,4.9,1.0
Arco,2000,Autumn,11.9,4.3
Arco,2000,Spring,16.3,2.6
Arco,2000,Summer,22.5,2.5
Arco,2000,Winter,5.2,0.8
Arco,2001,Autumn,10.9,1.5
Arco,2001,Spring,15.5,2.8
Arco,2001,Summer,22.9,2.2
Arco,2001,Winter,5.9,2.4
Arco,2002,Autumn,11.3,3.5
Arco,2002,Spring,15.3,3.8
Arco,2002,Summer,21.9,5.1
Arco,2002,Winter,5.9,1.8
Arco,2003,Autumn,10.5,2.7
Arco,2003,Spring,17.1,1.5
Arco,2003,Summer,25.0,1.2
Arco,2003,Winter,4.8,1.6
Arco,2004,Autumn,11.9,2.8
Arco,2004,Spring,14.4,2.9
