LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Mezzana;1/2/2016;"3,1";"0,7";"6,6";"1,4";"88";"0";"2";"0";"30";"0";"1019";"0";""
Mezzana;2/2/2016;"1,8";"-0,8";"5,9";"-2,3";"74";"0";"2";"0";"34";"0";"1022";"0";""
Mezzana;3/2/2016;"1";"-0,9";"3,6";"-2";"81";"0";"3";"0";"60";"0";"1015";"8,2";"pioggia neve "
Mezzana;4/2/2016;"-2,5";"-5,6";"0,5";"-9,2";"60";"0";"3";"0";"57";"0";"1022";"0";""
Mezzana;5/2/2016;"-1,8";"-5,1";"2,9";"-4,6";"82";"0";"2";"0";"37";"0";"1024";"0";""
Mezzana;6/2/2016;"-3";"-8,5";"2,3";"-4,5";"85";"0";"3";"0";"37";"0";"1027";"0";""
Mezzana;7/2/2016;"-0,2";"-1,6";"2,2";"1,1";"99";"0";"2";"0";"37";"0";"1017";"30,7";"pioggia neve "
Mezzana;8/2/2016;"0,7";"-1,7";"3,4";"1";"97";"0";"3";"0";"44";"0";"1014";"7,6";"pioggia neve "
Mezzana;9/2/2016;"-0,4";"-2,5";"1,7";"0,3";"97";"0";"3";"0";"53";"0";"1008";"24,1";"pioggia neve "
Mezzana;10/2/2016;"-2,1";"-6,1";"1,2";"-7,2";"69";"0";"2";"0";"53";"0";"996";"9,9";"pioggia neve "
Mezzana;11/2/2016;"-7";"-11";"-2,5";"-14,8";"54";"0";"2";"0";"27";"0";"1007";"0";""
Mezzana;12/2/2016;"-6,5";"-10,3";"-1,9";"-10,6";"72";"0";"2";"0";"33";"0";"1003";"4,6";"pioggia neve "
Mezzana;13/2/2016;"-3,8";"-7,9";"-0,5";"-7,4";"76";"0";"3";"0";"37";"0";"995";"0";"neve "
Mezzana;14/2/2016;"-1,8";"-4,5";"0,2";"-2,7";"91";"0";"1";"0";"34";"0";"994";"4,7";"pioggia neve "
Mezzana;15/2/2016;"0,5";"-2,7";"2,9";"-4,3";"71";"0";"4";"0";"41";"0";"1004";"0,7";"pioggia neve "
Mezzana;16/2/2016;"0,6";"-0,1";"1,3";"-2,2";"81";"0";"6";"0";"44";"0";"1022";"4,8";"pioggia neve "
Mezzana;17/2/2016;"-0,3";"-1,7";"1,3";"-0,4";"95";"0";"2";"0";"43";"0";"1019";"13,2";"pioggia neve "
Mezzana;18/2/2016;"-1,3";"-3,9";"2,5";"-5,7";"72";"0";"3";"0";"19";"0";"1014";"0";""
Mezzana;19/2/2016;"-2,1";"-4,1";"1,2";"-8,2";"63";"0";"2";"0";"34";"0";"1015";"0";""
Mezzana;20/2/2016;"-2,8";"-7,5";"2,1";"-10,3";"58";"0";"3";"0";"32";"0";"1023";"0";""
Mezzana;21/2/2016;"2,7";"-2";"8,5";"0,8";"87";"0";"2";"0";"28";"0";"1019";"0";""
Mezzana;22/2/2016;"3,8";"-0,2";"8,3";"0,9";"80";"0";"3";"0";"47";"0";"1016";"0,5";"pioggia "
Mezzana;23/2/2016;"4,2";"2,5";"6,4";"3,1";"91";"0";"2";"0";"36";"0";"1010";"1,7";"pioggia "
Mezzana;24/2/2016;"1";"-2,2";"4,6";"-5,6";"62";"0";"5";"0";"43";"0";"1014";"0";"neve "
Mezzana;25/2/2016;"0,3";"-1,3";"3";"-1";"90";"0";"3";"0";"30";"0";"1010";"0,6";"pioggia neve "
Mezzana;26/2/2016;"-0,9";"-3,1";"1,1";"-3";"85";"0";"3";"0";"26";"0";"1010";"3";"pioggia neve "
Mezzana;27/2/2016;"0,4";"-1,7";"2,4";"-0,6";"93";"0";"2";"0";"25";"0";"1009";"9,3";"pioggia neve "
Mezzana;28/2/2016;"1,1";"-0";"2,3";"1,9";"99";"0";"4";"0";"53";"0";"1009";"37,3";"pioggia neve "
Mezzana;29/2/2016;"2";"1,1";"3,3";"2,4";"99";"0";"3";"0";"67";"0";"1005";"27";"pioggia neve "
