latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
46.015993,11.12606,1622.0,3600,Europe/Berlin,GMT+1,,,,,,,
,,,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
18/05/1990,63,13.7,3.5,10.20,8.0,279,19.9,3.3,99,64,87,8.2
19/05/1990,61,10.7,1.1,7.90,13.0,239,18.1,3.3,99,81,91,6.5
20/05/1990,63,10.4,4.5,10.50,14.0,188,20.1,3.9,99,72,85,7.5
21/05/1990,61,11.6,5.7,9.60,16.0,195,21.1,3.6,92,65,79,8.6
22/05/1990,61,11.5,5.4,11.00,16.0,211,20.0,3.3,95,77,86,8.4
23/05/1990,61,13.0,5.6,4.70,8.0,214,24.6,4.5,92,63,78,9.3
24/05/1990,61,10.0,6.0,20.90,22.0,66,28.8,3.0,97,80,89,8.2
25/05/1990,61,12.3,6.2,6.20,11.0,317,23.1,3.1,92,57,75,8.7
26/05/1990,61,9.7,4.0,10.60,14.0,125,20.8,3.9,90,60,70,6.8
27/05/1990,73,8.4,3.8,16.30,22.0,193,18.3,2.8,90,74,83,5.7
28/05/1990,71,9.0,1.5,4.40,9.0,340,16.4,2.5,94,42,67,5.4
29/05/1990,71,7.7,0.9,3.00,9.0,42,21.7,3.6,80,47,66,4.2
30/05/1990,51,8.6,0.0,1.40,6.0,198,19.6,3.3,85,48,68,4.6
31/05/1990,51,10.5,0.2,1.10,6.0,195,19.1,3.3,88,48,68,6.2
01/06/1990,51,12.5,3.8,0.80,6.0,200,22.2,3.8,85,55,72,8.5
02/06/1990,53,11.8,4.7,2.70,9.0,215,25.3,4.3,89,61,75,8.8
03/06/1990,53,12.0,1.2,2.60,9.0,262,30.0,5.1,98,46,75,7.7
04/06/1990,71,8.6,5.1,6.90,18.0,213,29.8,4.3,97,86,92,6.8
05/06/1990,63,12.3,5.4,16.20,13.0,209,35.6,4.5,99,72,90,8.4
06/06/1990,61,11.3,6.8,19.90,23.0,158,25.5,3.4,100,80,92,8.8
07/06/1990,63,11.6,7.2,9.80,14.0,184,24.1,4.4,96,67,83,9.1
08/06/1990,73,9.1,4.8,33.70,18.0,268,35.4,4.2,99,75,90,7.3
09/06/1990,61,8.5,1.5,7.40,12.0,308,28.9,5.1,91,64,77,5.3
10/06/1990,61,10.1,-0.1,4.60,9.0,326,28.8,4.0,83,48,68,5.2
11/06/1990,51,13.8,3.3,0.40,3.0,222,29.3,5.2,74,45,58,8.7
12/06/1990,71,8.0,2.7,8.90,16.0,165,19.1,3.3,99,69,86,6.0
13/06/1990,71,11.0,0.4,7.40,15.0,332,19.9,3.5,100,61,84,6.0
14/06/1990,61,11.0,1.5,9.50,10.0,269,21.1,4.1,95,72,84,6.7
15/06/1990,63,11.3,1.6,7.30,10.0,348,20.8,3.3,95,63,79,7.2
16/06/1990,61,12.6,3.9,5.30,8.0,268,23.6,4.1,86,54,73,8.2
17/06/1990,61,13.4,2.6,3.00,7.0,229,23.1,4.1,93,54,77,9.1
18/06/1990,63,11.9,6.3,11.60,12.0,213,21.3,3.3,99,79,87,9.3
19/06/1990,51,14.6,2.1,0.40,3.0,220,25.5,4.9,99,62,81,9.5
20/06/1990,53,15.6,6.0,4.00,14.0,214,36.1,5.4,99,58,78,11.3
21/06/1990,63,14.1,7.2,14.70,16.0,213,30.3,3.9,93,56,78,10.3
22/06/1990,55,14.8,7.9,3.90,10.0,212,36.6,5.6,94,61,79,11.1
23/06/1990,61,14.0,8.6,14.50,20.0,209,31.3,4.3,97,76,86,11.0
24/06/1990,53,14.8,6.0,1.30,6.0,254,20.6,3.4,92,61,77,11.1
25/06/1990,51,17.6,9.4,0.30,3.0,198,18.9,3.5,94,58,74,13.8
26/06/1990,61,17.7,9.4,4.90,11.0,220,19.7,3.4,91,64,77,13.9
27/06/1990,61,18.0,8.3,5.80,10.0,233,26.2,4.6,98,63,79,13.7
28/06/1990,63,17.4,9.4,11.70,13.0,235,24.5,3.7,94,69,80,13.4
29/06/1990,63,17.5,8.1,7.00,10.0,234,25.8,4.4,95,69,81,13.4
30/06/1990,53,18.5,6.7,2.00,7.0,239,28.0,4.6,99,61,77,13.8
01/07/1990,63,16.8,7.9,16.10,20.0,252,32.8,3.2,98,67,83,12.4
02/07/1990,63,13.2,8.9,15.80,16.0,91,18.0,2.3,92,72,85,10.4
03/07/1990,63,10.0,7.2,29.80,22.0,37,22.9,3.1,95,81,88,8.6
04/07/1990,53,13.8,5.5,1.90,7.0,335,29.3,4.2,91,49,66,10.1
05/07/1990,53,14.9,7.9,0.70,1.0,207,35.4,5.9,83,55,68,11.6
06/07/1990,61,13.4,7.5,9.30,13.0,311,29.4,3.9,91,49,72,10.2
07/07/1990,51,13.3,6.0,1.20,6.0,300,24.9,3.4,80,42,66,9.5
08/07/1990,51,15.2,8.1,0.30,2.0,306,21.5,1.4,82,63,73,11.8
09/07/1990,51,18.5,6.9,1.10,8.0,223,28.9,5.0,92,60,75,13.7
10/07/1990,63,15.1,7.3,18.90,10.0,313,30.6,4.5,98,68,81,11.8
11/07/1990,3,15.2,5.3,0.00,0.0,49,34.0,5.8,73,37,54,10.2
12/07/1990,0,17.0,6.0,0.00,0.0,144,18.7,3.6,86,51,65,11.9
13/07/1990,3,17.8,5.7,0.00,0.0,189,17.4,3.7,97,55,74,13.2
14/07/1990,61,19.0,8.0,8.80,11.0,285,19.9,3.6,94,52,76,13.7
15/07/1990,53,15.8,8.5,4.20,13.0,230,22.3,3.9,93,71,81,12.8
