latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
45.51845,10.737833,110.0,3600,Europe/Berlin,GMT+1,,,,,,,
,,,,,,,,,,,,
time,weather_code (wmo code),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),winddirection_10m_dominant (°),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),temperature_2m_mean (°C)
27/09/1990,3,96,57,76,71,18.4,14.0,0.00,0.0,17.4,8.4,16.1
28/09/1990,2,77,52,65,39,18.9,14.2,0.00,0.0,10.3,3.4,16.3
29/09/1990,1,82,53,67,13,19.8,13.1,0.00,0.0,11.1,4.2,16.4
30/09/1990,3,90,61,77,319,19.8,14.0,0.00,0.0,12.2,4.6,16.8
01/10/1990,3,89,71,81,285,20.2,15.2,0.00,0.0,15.0,6.0,17.7
02/10/1990,3,93,62,78,327,22.3,15.4,0.00,0.0,13.3,5.4,18.9
03/10/1990,51,91,64,79,89,21.4,16.8,0.10,1.0,17.1,7.8,19.0
04/10/1990,63,89,81,86,75,18.1,16.3,21.40,23.0,24.5,12.8,17.3
05/10/1990,63,98,71,83,47,17.3,13.1,31.50,18.0,22.9,10.7,15.1
06/10/1990,3,98,64,82,287,19.6,12.4,0.00,0.0,10.6,4.1,15.8
07/10/1990,53,94,74,84,68,18.2,15.0,2.90,9.0,12.9,6.0,16.5
08/10/1990,61,99,73,88,56,18.8,12.8,6.30,11.0,19.0,8.6,15.5
09/10/1990,2,88,56,69,84,16.0,12.3,0.00,0.0,19.2,9.0,14.0
