latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
45.51845,10.879121,234.0,3600,Europe/Berlin,GMT+1,,,,,,,
,,,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
07/06/1990,55,21.3,15.3,3.60,12.0,104,16.7,5.7,95,72,85,18.0
08/06/1990,63,19.5,12.7,13.70,16.0,72,19.9,5.0,97,77,89,16.8
09/06/1990,53,17.8,9.7,4.90,10.0,66,17.5,6.5,95,66,80,15.0
10/06/1990,53,19.5,11.4,1.10,2.0,259,19.1,4.5,94,49,73,15.3
11/06/1990,3,22.9,9.0,0.00,0.0,283,18.2,5.9,92,39,65,16.8
12/06/1990,61,16.1,12.5,14.50,18.0,54,15.2,5.1,96,82,87,14.5
13/06/1990,55,21.2,9.1,2.50,5.0,311,15.2,4.5,100,58,80,15.8
14/06/1990,53,21.7,11.0,3.50,9.0,49,15.8,4.7,94,61,79,16.7
15/06/1990,53,20.8,11.2,4.20,11.0,57,13.8,3.3,99,63,80,17.0
16/06/1990,53,22.5,13.9,0.90,1.0,247,13.1,4.7,88,52,70,18.8
17/06/1990,2,23.4,12.8,0.00,0.0,115,15.0,4.5,89,58,73,18.9
18/06/1990,55,22.8,15.7,4.60,9.0,187,16.7,4.2,91,67,78,19.4
19/06/1990,2,24.3,13.4,0.00,0.0,351,14.0,4.1,98,57,76,19.6
20/06/1990,53,26.1,14.5,1.00,2.0,72,19.8,6.7,91,56,72,21.0
21/06/1990,53,24.3,15.9,1.50,6.0,249,18.9,5.4,91,56,75,20.2
22/06/1990,51,25.2,17.0,0.30,2.0,216,19.4,6.6,90,52,72,21.0
23/06/1990,51,25.7,17.9,0.50,3.0,244,20.3,6.8,86,52,69,22.1
24/06/1990,2,24.6,16.7,0.00,0.0,97,16.4,5.4,88,55,70,20.9
25/06/1990,2,27.3,17.3,0.00,0.0,91,15.2,5.2,84,44,62,22.9
26/06/1990,2,28.2,17.2,0.00,0.0,101,14.6,4.8,78,45,60,23.3
27/06/1990,2,29.2,17.8,0.00,0.0,104,15.6,5.2,85,44,62,24.2
28/06/1990,51,29.2,18.8,0.30,1.0,98,16.1,5.0,80,44,60,24.5
29/06/1990,51,29.2,19.7,0.40,1.0,126,15.3,4.4,79,47,60,25.4
30/06/1990,51,30.2,18.5,0.20,1.0,302,17.3,5.8,85,46,62,25.4
01/07/1990,53,28.7,19.0,0.80,1.0,281,21.7,6.4,88,47,66,24.2
02/07/1990,55,23.4,18.4,4.80,9.0,72,22.0,8.3,82,62,72,20.7
03/07/1990,63,21.4,16.1,16.20,15.0,78,21.6,7.1,96,61,77,18.6
04/07/1990,61,24.7,13.3,2.30,2.0,284,16.9,4.5,98,42,66,20.2
05/07/1990,3,25.8,14.8,0.00,0.0,115,15.9,4.7,82,44,60,21.4
06/07/1990,51,21.5,17.5,0.80,5.0,113,20.4,7.3,80,51,65,20.1
07/07/1990,3,22.5,14.4,0.00,0.0,111,14.9,4.6,83,46,62,19.1
08/07/1990,3,24.8,15.8,0.00,0.0,110,13.5,3.9,72,47,59,20.6
09/07/1990,0,28.3,18.1,0.00,0.0,113,15.2,4.6,76,45,61,23.1
10/07/1990,63,26.4,16.5,13.00,7.0,90,21.4,6.9,88,54,73,21.5
11/07/1990,51,23.3,14.5,0.80,3.0,93,26.0,8.8,89,39,63,18.8
12/07/1990,1,25.0,14.4,0.00,0.0,73,19.1,7.7,76,44,60,20.1
13/07/1990,1,27.2,14.7,0.00,0.0,216,13.3,4.1,87,48,63,22.2
14/07/1990,61,29.0,18.6,2.30,4.0,23,15.6,4.7,80,48,62,24.2
15/07/1990,3,26.6,20.1,0.00,0.0,99,21.8,7.3,81,51,66,22.8
16/07/1990,3,29.2,19.9,0.00,0.0,149,13.6,3.8,77,47,62,24.9
17/07/1990,51,30.8,19.9,0.30,1.0,225,17.1,4.9,83,43,63,25.8
18/07/1990,61,24.8,17.9,9.60,14.0,86,23.8,8.3,95,56,74,21.7
