City,WeatherCode,MeanHumidity (Percentage),WindDirection (Degree),Precipitation (mm),WindGusts (km/h),WindSpeed (km/h),MeanTemperature (Celsius),Date,StationCode
Mezzana,3,77,341,0.0,22.5,5.1,8.2,2013-08-31T00:00:00,T0071
Mezzana,53,74,338,2.5,24.7,5.3,7.9,2013-09-01T00:00:00,T0071
Mezzana,3,63,341,0.0,32.6,6.6,8.2,2013-09-02T00:00:00,T0071
Mezzana,2,64,356,0.0,25.4,5.6,10.1,2013-09-03T00:00:00,T0071
Mezzana,2,81,219,0.0,13.9,3.0,10.9,2013-09-04T00:00:00,T0071
Mezzana,51,85,257,0.4,13.7,2.9,11.5,2013-09-05T00:00:00,T0071
Mezzana,3,85,211,0.0,19.5,4.5,10.8,2013-09-06T00:00:00,T0071
Mezzana,3,79,185,0.0,22.9,4.7,9.8,2013-09-07T00:00:00,T0071
Mezzana,51,97,167,2.9,36.5,6.3,9.0,2013-09-08T00:00:00,T0071
Mezzana,61,78,311,6.9,26.2,4.4,8.1,2013-09-09T00:00:00,T0071
Mezzana,55,95,252,7.9,29.2,3.7,5.2,2013-09-10T00:00:00,T0071
Mezzana,3,69,338,0.0,23.9,5.2,3.0,2013-09-11T00:00:00,T0071
Mezzana,73,66,331,2.9,29.8,5.8,2.1,2013-09-12T00:00:00,T0071
Mezzana,3,66,336,0.0,28.5,6.1,2.4,2013-09-13T00:00:00,T0071
Mezzana,3,75,320,0.0,22.2,4.5,3.5,2013-09-14T00:00:00,T0071
Mezzana,51,96,173,3.3,23.8,3.7,4.5,2013-09-15T00:00:00,T0071
Mezzana,71,89,238,4.4,25.5,4.5,4.1,2013-09-16T00:00:00,T0071
Mezzana,75,67,333,5.8,37.8,5.9,1.3,2013-09-17T00:00:00,T0071
Mezzana,73,75,275,6.0,35.9,4.6,2.7,2013-09-18T00:00:00,T0071
Mezzana,71,74,336,2.2,35.6,5.8,4.1,2013-09-19T00:00:00,T0071
Mezzana,3,62,343,0.0,26.5,5.2,4.6,2013-09-20T00:00:00,T0071
Mezzana,3,63,352,0.0,29.2,6.2,5.0,2013-09-21T00:00:00,T0071
Mezzana,3,60,358,0.0,24.6,5.3,6.2,2013-09-22T00:00:00,T0071
Mezzana,3,61,1,0.0,24.1,6.0,6.8,2013-09-23T00:00:00,T0071
Mezzana,3,64,347,0.0,17.1,3.9,6.9,2013-09-24T00:00:00,T0071
Mezzana,2,75,322,0.0,18.7,3.7,7.3,2013-09-25T00:00:00,T0071
Mezzana,3,73,336,0.0,32.0,5.5,8.1,2013-09-26T00:00:00,T0071
Mezzana,51,77,328,0.1,27.8,4.4,7.1,2013-09-27T00:00:00,T0071
Mezzana,51,84,212,0.5,23.3,3.9,8.0,2013-09-28T00:00:00,T0071
Mezzana,53,96,166,2.4,21.4,4.2,6.3,2013-09-29T00:00:00,T0071
Mezzana,73,94,342,6.4,20.0,4.4,4.5,2013-09-30T00:00:00,T0071
Mezzana,3,80,342,0.0,25.5,4.9,4.9,2013-10-01T00:00:00,T0071
Mezzana,3,77,321,0.0,25.3,3.8,4.4,2013-10-02T00:00:00,T0071
Mezzana,3,96,218,0.0,17.5,3.1,3.4,2013-10-03T00:00:00,T0071
Mezzana,3,94,186,0.0,15.8,2.6,4.5,2013-10-04T00:00:00,T0071
Mezzana,61,98,221,5.5,19.9,3.0,4.0,2013-10-05T00:00:00,T0071
Mezzana,55,93,25,5.3,18.3,3.6,4.4,2013-10-06T00:00:00,T0071
Mezzana,51,96,79,1.4,17.8,3.6,4.1,2013-10-07T00:00:00,T0071
Mezzana,55,92,52,2.7,14.4,3.0,4.0,2013-10-08T00:00:00,T0071
Mezzana,51,95,315,1.6,14.5,3.0,3.6,2013-10-09T00:00:00,T0071
Mezzana,75,99,218,28.4,39.2,5.9,1.4,2013-10-10T00:00:00,T0071
Mezzana,75,74,22,15.8,27.5,5.5,-5.1,2013-10-11T00:00:00,T0071
Mezzana,75,88,137,13.7,39.5,6.2,-5.3,2013-10-12T00:00:00,T0071
Mezzana,73,91,151,1.6,31.8,4.7,-3.4,2013-10-13T00:00:00,T0071
Mezzana,71,93,149,0.0,21.1,3.4,-1.4,2013-10-14T00:00:00,T0071
Mezzana,71,93,202,0.0,22.3,3.2,-1.3,2013-10-15T00:00:00,T0071
Mezzana,75,79,336,4.7,48.5,6.5,-1.5,2013-10-16T00:00:00,T0071
Mezzana,51,76,350,0.6,35.2,6.5,-1.7,2013-10-17T00:00:00,T0071
Mezzana,3,67,16,0.0,24.1,4.2,-1.7,2013-10-18T00:00:00,T0071
Mezzana,3,66,102,0.0,18.8,2.6,1.1,2013-10-19T00:00:00,T0071
Mezzana,53,93,159,1.9,35.5,4.1,0.9,2013-10-20T00:00:00,T0071
Mezzana,3,95,163,0.0,25.1,3.6,2.2,2013-10-21T00:00:00,T0071
Mezzana,3,98,165,0.0,36.9,5.8,2.5,2013-10-22T00:00:00,T0071
Mezzana,73,99,141,24.8,48.5,5.1,2.2,2013-10-23T00:00:00,T0071
Mezzana,55,97,138,3.9,22.8,3.2,2.5,2013-10-24T00:00:00,T0071
Mezzana,3,87,177,0.0,22.3,2.5,1.2,2013-10-25T00:00:00,T0071
Mezzana,3,90,68,0.0,19.2,2.9,2.2,2013-10-26T00:00:00,T0071
Mezzana,51,97,186,1.4,42.0,5.1,1.8,2013-10-27T00:00:00,T0071
Mezzana,3,95,190,0.0,39.5,5.3,3.0,2013-10-28T00:00:00,T0071
Mezzana,75,99,116,15.5,36.9,2.4,1.4,2013-10-29T00:00:00,T0071
Mezzana,75,91,22,8.8,19.7,3.7,1.2,2013-10-30T00:00:00,T0071
Mezzana,3,94,129,0.0,14.1,2.6,1.2,2013-10-31T00:00:00,T0071
Mezzana,71,90,175,0.2,19.4,3.1,0.2,2013-11-01T00:00:00,T0071
Mezzana,73,96,189,3.0,35.3,5.2,0.7,2013-11-02T00:00:00,T0071
Mezzana,75,98,255,11.8,44.8,5.2,-0.9,2013-11-03T00:00:00,T0071
Mezzana,73,91,176,2.5,34.3,5.0,-3.0,2013-11-04T00:00:00,T0071
Mezzana,73,83,339,1.7,25.5,4.3,-2.4,2013-11-05T00:00:00,T0071
Mezzana,75,89,325,15.7,49.9,5.6,-1.9,2013-11-06T00:00:00,T0071
Mezzana,3,82,350,0.0,27.3,3.2,-2.7,2013-11-07T00:00:00,T0071
Mezzana,71,92,169,1.5,32.9,4.5,-0.4,2013-11-08T00:00:00,T0071
Mezzana,75,94,0,21.2,31.1,4.4,-0.4,2013-11-09T00:00:00,T0071
Mezzana,73,89,330,6.1,40.4,5.9,-5.0,2013-11-10T00:00:00,T0071
Mezzana,71,60,356,0.4,52.0,9.5,-6.9,2013-11-11T00:00:00,T0071
Mezzana,3,61,24,0.0,11.0,3.6,-0.3,2013-11-12T00:00:00,T0071
Mezzana,3,79,12,0.0,17.4,5.3,-0.6,2013-11-13T00:00:00,T0071
Mezzana,75,90,0,10.6,18.3,3.5,-1.2,2013-11-14T00:00:00,T0071
Mezzana,75,89,47,6.2,25.4,5.2,-3.8,2013-11-15T00:00:00,T0071
Mezzana,3,83,27,0.0,16.9,4.2,-2.9,2013-11-16T00:00:00,T0071
Mezzana,3,75,66,0.0,14.2,2.7,-1.2,2013-11-17T00:00:00,T0071
Mezzana,71,92,129,0.0,24.3,4.0,-2.4,2013-11-18T00:00:00,T0071
Mezzana,73,94,112,7.0,24.6,4.1,-2.1,2013-11-19T00:00:00,T0071
Mezzana,73,94,127,4.5,19.7,3.3,-3.1,2013-11-20T00:00:00,T0071
Mezzana,75,91,133,9.2,34.9,6.1,-6.5,2013-11-21T00:00:00,T0071
Mezzana,75,77,64,6.6,23.2,4.9,-9.0,2013-11-22T00:00:00,T0071
Mezzana,73,67,3,4.0,45.9,8.6,-6.6,2013-11-23T00:00:00,T0071
Mezzana,73,71,351,2.8,44.9,9.0,-4.5,2013-11-24T00:00:00,T0071
Mezzana,71,46,344,0.0,51.7,9.7,-8.8,2013-11-25T00:00:00,T0071
Mezzana,3,46,352,0.0,50.1,9.8,-11.7,2013-11-26T00:00:00,T0071
Mezzana,3,44,11,0.0,31.5,6.0,-10.8,2013-11-27T00:00:00,T0071
Mezzana,3,41,9,0.0,30.2,5.9,-6.8,2013-11-28T00:00:00,T0071
Mezzana,3,52,341,0.0,24.7,5.3,-3.9,2013-11-29T00:00:00,T0071
Mezzana,73,64,5,1.2,26.8,5.9,-5.8,2013-11-30T00:00:00,T0071
Mezzana,3,41,14,0.0,27.0,6.7,-5.7,2013-12-01T00:00:00,T0071
Mezzana,0,25,32,0.0,30.1,5.6,-3.0,2013-12-02T00:00:00,T0071
Mezzana,3,24,4,0.0,19.3,4.4,-2.0,2013-12-03T00:00:00,T0071
Mezzana,3,22,351,0.0,24.9,5.9,-1.6,2013-12-04T00:00:00,T0071
Mezzana,3,53,328,0.0,31.4,6.3,-3.0,2013-12-05T00:00:00,T0071
Mezzana,71,52,324,0.1,65.5,9.1,-5.7,2013-12-06T00:00:00,T0071
Mezzana,2,63,343,0.0,51.0,7.5,-10.9,2013-12-07T00:00:00,T0071
Mezzana,3,56,3,0.0,28.6,5.6,-11.1,2013-12-08T00:00:00,T0071
Mezzana,3,43,356,0.0,34.8,7.7,-5.8,2013-12-09T00:00:00,T0071
Mezzana,2,48,9,0.0,14.9,3.9,-2.1,2013-12-10T00:00:00,T0071
Mezzana,1,54,10,0.0,17.9,3.9,-3.7,2013-12-11T00:00:00,T0071
Mezzana,1,37,26,0.0,8.6,2.2,-3.8,2013-12-12T00:00:00,T0071
Mezzana,0,44,22,0.0,10.1,2.4,-4.6,2013-12-13T00:00:00,T0071
Mezzana,2,58,357,0.0,19.8,6.0,-6.1,2013-12-14T00:00:00,T0071
Mezzana,3,52,358,0.0,31.1,6.2,-6.6,2013-12-15T00:00:00,T0071
Mezzana,2,47,17,0.0,15.6,3.5,-4.3,2013-12-16T00:00:00,T0071
Mezzana,2,44,66,0.0,23.3,2.8,-4.0,2013-12-17T00:00:00,T0071
Mezzana,3,31,123,0.0,29.0,3.8,-3.8,2013-12-18T00:00:00,T0071
Mezzana,73,78,181,2.0,36.7,5.9,-5.5,2013-12-19T00:00:00,T0071
Mezzana,73,95,159,3.4,28.4,4.9,-4.6,2013-12-20T00:00:00,T0071
Mezzana,71,92,185,0.2,22.2,2.8,-4.8,2013-12-21T00:00:00,T0071
Mezzana,71,97,192,0.2,30.4,5.5,-3.2,2013-12-22T00:00:00,T0071
Mezzana,71,92,185,0.4,25.0,4.1,-3.8,2013-12-23T00:00:00,T0071
Mezzana,73,96,168,4.2,48.8,7.9,-4.2,2013-12-24T00:00:00,T0071
Mezzana,75,97,152,37.0,60.8,9.2,-3.8,2013-12-25T00:00:00,T0071
Mezzana,75,92,51,36.9,44.2,5.8,-4.4,2013-12-26T00:00:00,T0071
Mezzana,71,70,20,0.0,23.9,5.1,-7.2,2013-12-27T00:00:00,T0071
Mezzana,73,86,161,2.9,43.5,7.3,-8.0,2013-12-28T00:00:00,T0071
Mezzana,73,87,4,7.1,26.2,5.3,-7.9,2013-12-29T00:00:00,T0071
Mezzana,3,70,15,0.0,15.8,3.4,-15.6,2013-12-30T00:00:00,T0071
Mezzana,3,47,14,0.0,13.2,2.7,-15.7,2013-12-31T00:00:00,T0071
Mezzana,3,57,70,0.0,16.3,2.8,-14.7,2014-01-01T00:00:00,T0071
Mezzana,73,89,171,2.3,35.2,5.0,-11.8,2014-01-02T00:00:00,T0071
Mezzana,71,85,47,0.0,20.9,2.5,-12.4,2014-01-03T00:00:00,T0071
Mezzana,75,93,137,24.3,38.7,6.5,-8.8,2014-01-04T00:00:00,T0071
Mezzana,75,86,22,16.1,31.6,6.6,-5.9,2014-01-05T00:00:00,T0071
Mezzana,3,79,62,0.0,17.4,2.8,-8.4,2014-01-06T00:00:00,T0071
Mezzana,3,79,27,0.0,19.7,2.0,-7.9,2014-01-07T00:00:00,T0071
Mezzana,3,82,17,0.0,17.4,2.5,-8.9,2014-01-08T00:00:00,T0071
Mezzana,3,80,342,0.0,27.0,2.6,-7.4,2014-01-09T00:00:00,T0071
Mezzana,71,84,344,0.2,32.8,3.9,-8.0,2014-01-10T00:00:00,T0071
Mezzana,3,88,355,0.0,23.8,3.6,-9.8,2014-01-11T00:00:00,T0071
Mezzana,3,59,10,0.0,21.3,4.4,-10.8,2014-01-12T00:00:00,T0071
Mezzana,71,50,72,0.3,23.8,3.1,-8.2,2014-01-13T00:00:00,T0071
Mezzana,75,90,31,19.9,27.1,5.1,-9.3,2014-01-14T00:00:00,T0071
Mezzana,3,74,357,0.0,22.4,4.5,-10.9,2014-01-15T00:00:00,T0071
Mezzana,73,76,184,1.7,33.1,5.4,-9.5,2014-01-16T00:00:00,T0071
Mezzana,75,93,148,14.1,37.5,5.4,-7.7,2014-01-17T00:00:00,T0071
Mezzana,73,93,140,3.5,36.8,6.0,-6.7,2014-01-18T00:00:00,T0071
Mezzana,73,94,121,3.4,31.1,5.6,-5.1,2014-01-19T00:00:00,T0071
Mezzana,71,91,18,1.0,17.3,4.1,-4.7,2014-01-20T00:00:00,T0071
Mezzana,71,79,348,0.0,27.7,6.5,-7.1,2014-01-21T00:00:00,T0071
Mezzana,3,84,5,0.0,15.5,2.4,-9.9,2014-01-22T00:00:00,T0071
Mezzana,71,83,1,0.2,12.0,2.3,-10.9,2014-01-23T00:00:00,T0071
Mezzana,73,77,351,1.2,33.4,6.1,-11.6,2014-01-24T00:00:00,T0071
Mezzana,3,67,347,0.0,43.2,8.5,-13.5,2014-01-25T00:00:00,T0071
Mezzana,75,66,337,5.4,52.9,6.9,-13.1,2014-01-26T00:00:00,T0071
Mezzana,73,77,343,6.3,27.2,5.4,-11.4,2014-01-27T00:00:00,T0071
Mezzana,73,76,357,1.2,17.9,4.4,-12.2,2014-01-28T00:00:00,T0071
Mezzana,73,75,119,1.2,23.0,3.5,-15.3,2014-01-29T00:00:00,T0071
Mezzana,75,88,78,15.0,31.9,5.6,-12.1,2014-01-30T00:00:00,T0071
Mezzana,75,91,103,13.1,35.2,5.5,-6.9,2014-01-31T00:00:00,T0071
Mezzana,73,95,141,6.7,40.1,5.9,-4.5,2014-02-01T00:00:00,T0071
Mezzana,73,93,36,10.9,23.8,3.5,-4.0,2014-02-02T00:00:00,T0071
Mezzana,73,96,123,5.2,32.5,4.9,-3.7,2014-02-03T00:00:00,T0071
Mezzana,73,96,149,10.5,35.1,5.3,-4.4,2014-02-04T00:00:00,T0071
Mezzana,73,91,162,4.4,42.4,7.3,-6.2,2014-02-05T00:00:00,T0071
Mezzana,73,81,173,0.8,25.3,5.3,-6.3,2014-02-06T00:00:00,T0071
Mezzana,75,94,174,11.4,39.6,5.4,-7.3,2014-02-07T00:00:00,T0071
Mezzana,73,91,157,2.2,32.2,5.4,-7.8,2014-02-08T00:00:00,T0071
Mezzana,73,82,336,5.4,26.6,3.8,-7.5,2014-02-09T00:00:00,T0071
Mezzana,73,83,140,7.1,42.8,6.4,-8.9,2014-02-10T00:00:00,T0071
Mezzana,73,80,13,2.2,18.3,3.9,-7.0,2014-02-11T00:00:00,T0071
Mezzana,3,72,359,0.0,28.6,4.8,-11.1,2014-02-12T00:00:00,T0071
Mezzana,73,78,181,6.1,42.0,5.2,-10.4,2014-02-13T00:00:00,T0071
Mezzana,73,56,327,0.5,35.9,5.6,-10.0,2014-02-14T00:00:00,T0071
Mezzana,71,76,174,1.8,45.2,6.8,-7.7,2014-02-15T00:00:00,T0071
Mezzana,75,96,176,13.4,43.2,4.9,-4.8,2014-02-16T00:00:00,T0071
Mezzana,75,92,19,10.5,26.3,2.9,-4.8,2014-02-17T00:00:00,T0071
Mezzana,71,80,146,0.3,30.8,3.9,-5.1,2014-02-18T00:00:00,T0071
Mezzana,73,91,28,11.8,31.6,4.9,-4.5,2014-02-19T00:00:00,T0071
Mezzana,3,75,7,0.0,17.7,4.2,-5.0,2014-02-20T00:00:00,T0071
Mezzana,73,78,5,3.0,14.1,3.2,-6.6,2014-02-21T00:00:00,T0071
Mezzana,73,68,348,1.1,29.2,6.9,-7.8,2014-02-22T00:00:00,T0071
Mezzana,2,60,8,0.0,21.2,4.8,-9.1,2014-02-23T00:00:00,T0071
Mezzana,0,61,49,0.0,10.9,2.6,-9.5,2014-02-24T00:00:00,T0071
Mezzana,3,65,117,0.0,17.8,2.7,-9.6,2014-02-25T00:00:00,T0071
Mezzana,73,89,103,2.2,21.2,3.3,-9.5,2014-02-26T00:00:00,T0071
Mezzana,71,85,123,0.3,16.0,3.6,-9.1,2014-02-27T00:00:00,T0071
Mezzana,71,86,141,0.7,24.6,4.3,-9.1,2014-02-28T00:00:00,T0071
Mezzana,73,90,49,7.1,26.8,5.5,-7.2,2014-03-01T00:00:00,T0071
Mezzana,73,80,10,3.8,23.0,5.2,-5.8,2014-03-02T00:00:00,T0071
Mezzana,71,87,157,0.5,20.7,3.9,-7.1,2014-03-03T00:00:00,T0071
Mezzana,71,75,5,0.2,27.8,6.7,-6.7,2014-03-04T00:00:00,T0071
Mezzana,3,68,353,0.0,33.0,7.4,-6.2,2014-03-05T00:00:00,T0071
Mezzana,3,66,6,0.0,28.2,6.4,-6.9,2014-03-06T00:00:00,T0071
Mezzana,2,59,355,0.0,24.0,5.4,-5.8,2014-03-07T00:00:00,T0071
Mezzana,3,64,11,0.0,36.7,6.2,-7.6,2014-03-08T00:00:00,T0071
Mezzana,0,39,27,0.0,21.2,4.2,-4.6,2014-03-09T00:00:00,T0071
Mezzana,3,48,27,0.0,25.0,4.8,-5.2,2014-03-10T00:00:00,T0071
Mezzana,3,52,25,0.0,27.3,5.8,-4.5,2014-03-11T00:00:00,T0071
Mezzana,0,45,37,0.0,15.4,2.5,-3.1,2014-03-12T00:00:00,T0071
Mezzana,0,36,19,0.0,10.4,2.0,-1.7,2014-03-13T00:00:00,T0071
Mezzana,0,43,7,0.0,13.8,3.5,-1.6,2014-03-14T00:00:00,T0071
Mezzana,71,65,342,0.2,40.0,7.0,-2.8,2014-03-15T00:00:00,T0071
Mezzana,71,75,338,0.0,57.9,8.1,-1.7,2014-03-16T00:00:00,T0071
Mezzana,3,59,345,0.0,34.1,6.6,-0.7,2014-03-17T00:00:00,T0071
Mezzana,3,43,330,0.0,21.7,4.7,1.2,2014-03-18T00:00:00,T0071
Mezzana,3,55,341,0.0,36.0,6.2,-0.9,2014-03-19T00:00:00,T0071
Mezzana,3,70,175,0.0,22.5,5.0,-0.8,2014-03-20T00:00:00,T0071
Mezzana,3,84,187,0.0,27.7,5.0,-1.8,2014-03-21T00:00:00,T0071
Mezzana,75,95,168,9.3,35.6,6.8,-2.0,2014-03-22T00:00:00,T0071
Mezzana,75,88,351,32.6,36.8,6.9,-3.9,2014-03-23T00:00:00,T0071
Mezzana,73,60,342,1.5,36.8,7.0,-6.8,2014-03-24T00:00:00,T0071
Mezzana,3,66,4,0.0,16.8,3.7,-9.0,2014-03-25T00:00:00,T0071
Mezzana,3,74,112,0.0,16.2,3.9,-7.8,2014-03-26T00:00:00,T0071
Mezzana,3,73,59,0.0,16.6,3.9,-6.2,2014-03-27T00:00:00,T0071
Mezzana,3,61,112,0.0,13.5,3.6,-4.4,2014-03-28T00:00:00,T0071
Mezzana,3,68,136,0.0,17.6,3.7,-3.1,2014-03-29T00:00:00,T0071
Mezzana,2,60,342,0.0,10.5,2.0,-1.2,2014-03-30T00:00:00,T0071
Mezzana,3,43,360,0.0,13.8,3.7,0.1,2014-03-31T00:00:00,T0071
Mezzana,3,62,181,0.0,13.8,3.9,-0.2,2014-04-01T00:00:00,T0071
Mezzana,3,74,175,0.0,15.7,3.7,-0.9,2014-04-02T00:00:00,T0071
Mezzana,3,81,162,0.0,25.0,4.6,-0.1,2014-04-03T00:00:00,T0071
Mezzana,3,85,68,0.0,19.1,4.3,-0.6,2014-04-04T00:00:00,T0071
Mezzana,3,80,353,0.0,27.7,6.0,0.9,2014-04-05T00:00:00,T0071
Mezzana,3,75,351,0.0,21.3,5.1,0.9,2014-04-06T00:00:00,T0071
Mezzana,3,78,241,0.0,16.5,3.9,1.2,2014-04-07T00:00:00,T0071
Mezzana,73,90,296,5.7,21.7,3.8,0.2,2014-04-08T00:00:00,T0071
Mezzana,3,60,334,0.0,42.0,7.8,-1.5,2014-04-09T00:00:00,T0071
Mezzana,3,63,336,0.0,42.4,7.6,-0.7,2014-04-10T00:00:00,T0071
Mezzana,3,81,329,0.0,25.0,4.7,-0.4,2014-04-11T00:00:00,T0071
Mezzana,73,82,332,0.9,27.0,4.6,0.9,2014-04-12T00:00:00,T0071
Mezzana,71,75,331,1.0,29.9,5.9,1.2,2014-04-13T00:00:00,T0071
Mezzana,73,67,316,1.0,40.0,6.7,-0.0,2014-04-14T00:00:00,T0071
Mezzana,71,56,338,0.0,47.2,8.6,-4.2,2014-04-15T00:00:00,T0071
Mezzana,71,58,359,0.0,37.8,7.8,-5.1,2014-04-16T00:00:00,T0071
Mezzana,3,57,354,0.0,30.7,6.3,-3.3,2014-04-17T00:00:00,T0071
Mezzana,73,65,338,4.9,22.6,4.3,-1.7,2014-04-18T00:00:00,T0071
Mezzana,73,87,67,7.8,31.5,5.7,-1.8,2014-04-19T00:00:00,T0071
Mezzana,73,88,184,0.8,19.1,4.0,-1.8,2014-04-20T00:00:00,T0071
Mezzana,73,92,161,5.2,21.1,4.2,-1.0,2014-04-21T00:00:00,T0071
Mezzana,3,81,197,0.0,12.7,2.6,-0.5,2014-04-22T00:00:00,T0071
Mezzana,3,71,22,0.0,14.9,3.5,0.8,2014-04-23T00:00:00,T0071
Mezzana,3,69,52,0.0,16.5,4.1,1.2,2014-04-24T00:00:00,T0071
Mezzana,3,80,216,0.0,14.8,3.2,1.4,2014-04-25T00:00:00,T0071
Mezzana,3,82,180,0.0,19.7,4.9,1.6,2014-04-26T00:00:00,T0071
Mezzana,73,96,34,11.9,19.6,4.0,0.1,2014-04-27T00:00:00,T0071
Mezzana,73,91,17,10.5,27.5,4.8,-0.3,2014-04-28T00:00:00,T0071
Mezzana,73,84,343,1.8,19.0,3.7,0.9,2014-04-29T00:00:00,T0071
Mezzana,75,95,39,11.7,20.5,3.7,-1.1,2014-04-30T00:00:00,T0071
Mezzana,71,89,261,0.1,17.1,3.6,-0.3,2014-05-01T00:00:00,T0071
Mezzana,71,91,27,2.4,21.0,4.0,-0.6,2014-05-02T00:00:00,T0071
Mezzana,71,77,350,0.3,35.8,7.6,0.1,2014-05-03T00:00:00,T0071
Mezzana,3,62,357,0.0,31.3,7.0,-0.7,2014-05-04T00:00:00,T0071
Mezzana,3,73,288,0.0,16.2,3.1,0.4,2014-05-05T00:00:00,T0071
Mezzana,3,84,202,0.0,18.9,3.7,1.6,2014-05-06T00:00:00,T0071
Mezzana,73,93,242,3.9,27.3,4.9,1.0,2014-05-07T00:00:00,T0071
Mezzana,3,77,273,0.0,22.9,4.0,0.5,2014-05-08T00:00:00,T0071
Mezzana,3,74,318,0.0,20.9,3.7,2.9,2014-05-09T00:00:00,T0071
Mezzana,3,83,241,0.0,26.0,4.9,2.3,2014-05-10T00:00:00,T0071
Mezzana,75,96,289,16.7,41.6,5.0,0.0,2014-05-11T00:00:00,T0071
Mezzana,73,70,288,2.3,25.1,4.6,-1.6,2014-05-12T00:00:00,T0071
Mezzana,73,65,343,1.4,30.8,6.8,-1.8,2014-05-13T00:00:00,T0071
Mezzana,73,64,341,1.3,49.6,8.6,-2.3,2014-05-14T00:00:00,T0071
Mezzana,3,64,355,0.0,48.1,9.6,-2.4,2014-05-15T00:00:00,T0071
Mezzana,3,67,354,0.0,48.8,8.7,-1.2,2014-05-16T00:00:00,T0071
Mezzana,71,68,356,0.2,24.5,5.7,0.5,2014-05-17T00:00:00,T0071
Mezzana,3,81,218,0.0,20.0,4.6,1.1,2014-05-18T00:00:00,T0071
Mezzana,71,86,178,0.0,27.8,6.6,1.6,2014-05-19T00:00:00,T0071
Mezzana,3,86,197,0.0,21.2,4.8,2.7,2014-05-20T00:00:00,T0071
Mezzana,3,85,189,0.0,26.2,5.3,4.5,2014-05-21T00:00:00,T0071
Mezzana,55,91,155,4.9,42.8,6.5,5.2,2014-05-22T00:00:00,T0071
Mezzana,73,94,155,9.9,45.8,5.8,3.8,2014-05-23T00:00:00,T0071
Mezzana,3,76,170,0.0,17.8,3.3,3.3,2014-05-24T00:00:00,T0071
Mezzana,3,72,131,0.0,19.9,4.3,3.7,2014-05-25T00:00:00,T0071
Mezzana,71,92,159,2.4,15.4,3.6,3.1,2014-05-26T00:00:00,T0071
Mezzana,73,95,339,8.4,21.4,3.8,2.0,2014-05-27T00:00:00,T0071
Mezzana,3,82,331,0.0,19.6,4.7,2.5,2014-05-28T00:00:00,T0071
Mezzana,51,74,351,0.1,23.7,6.1,3.1,2014-05-29T00:00:00,T0071
Mezzana,51,75,346,0.6,25.8,6.2,2.8,2014-05-30T00:00:00,T0071
Mezzana,3,76,0,0.0,24.8,6.1,1.5,2014-05-31T00:00:00,T0071
Mezzana,3,75,355,0.0,20.3,4.9,1.4,2014-06-01T00:00:00,T0071
Mezzana,51,84,314,0.1,12.9,2.6,1.5,2014-06-02T00:00:00,T0071
Mezzana,3,85,354,0.0,13.8,3.3,1.4,2014-06-03T00:00:00,T0071
Mezzana,71,92,192,2.4,20.3,4.1,1.5,2014-06-04T00:00:00,T0071
Mezzana,51,85,204,0.1,21.4,5.1,3.6,2014-06-05T00:00:00,T0071
Mezzana,3,80,201,0.0,16.0,3.4,5.9,2014-06-06T00:00:00,T0071
Mezzana,3,72,10,0.0,12.4,2.4,9.1,2014-06-07T00:00:00,T0071
Mezzana,2,64,329,0.0,14.1,2.7,12.0,2014-06-08T00:00:00,T0071
Mezzana,53,69,243,1.2,10.9,2.2,12.4,2014-06-09T00:00:00,T0071
Mezzana,2,61,298,0.0,12.0,3.4,12.6,2014-06-10T00:00:00,T0071
Mezzana,55,75,11,2.2,17.2,3.8,10.3,2014-06-11T00:00:00,T0071
Mezzana,63,78,2,7.8,17.4,3.4,9.9,2014-06-12T00:00:00,T0071
Mezzana,51,74,350,0.5,24.7,5.9,9.4,2014-06-13T00:00:00,T0071
Mezzana,55,70,353,3.9,26.3,5.4,8.0,2014-06-14T00:00:00,T0071
Mezzana,61,93,58,10.4,18.3,2.8,5.2,2014-06-15T00:00:00,T0071
Mezzana,3,80,17,0.0,20.4,4.5,4.8,2014-06-16T00:00:00,T0071
Mezzana,3,84,30,0.0,15.3,3.0,3.9,2014-06-17T00:00:00,T0071
Mezzana,51,84,43,0.2,12.1,2.7,3.5,2014-06-18T00:00:00,T0071
Mezzana,51,82,348,0.9,22.5,4.9,4.1,2014-06-19T00:00:00,T0071
Mezzana,51,65,332,0.1,31.8,6.9,6.8,2014-06-20T00:00:00,T0071
Mezzana,3,75,296,0.0,26.5,5.2,7.5,2014-06-21T00:00:00,T0071
Mezzana,51,84,294,1.3,27.7,4.8,9.5,2014-06-22T00:00:00,T0071
Mezzana,61,90,220,4.3,25.0,3.5,9.1,2014-06-23T00:00:00,T0071
Mezzana,63,89,255,8.7,24.6,3.8,8.3,2014-06-24T00:00:00,T0071
Mezzana,51,89,333,1.4,26.7,5.0,7.3,2014-06-25T00:00:00,T0071
Mezzana,51,87,279,0.9,20.9,4.3,6.2,2014-06-26T00:00:00,T0071
Mezzana,61,93,236,5.4,20.1,4.0,7.4,2014-06-27T00:00:00,T0071
Mezzana,51,87,192,0.3,30.0,6.4,7.8,2014-06-28T00:00:00,T0071
Mezzana,75,95,182,21.7,50.2,6.8,7.2,2014-06-29T00:00:00,T0071
Mezzana,75,67,338,3.5,33.0,6.5,5.2,2014-06-30T00:00:00,T0071
Mezzana,53,80,213,4.1,27.1,5.2,5.7,2014-07-01T00:00:00,T0071
