City,WeatherCode,MeanHumidity (Percentage),WindDirection (Degree),Precipitation (mm),WindGusts (km/h),WindSpeed (km/h),MeanTemperature (Celsius),Date,StationCode
Lavarone,3,94,333,0.0,13.4,4.7,2.9,2010-01-01T00:00:00,T0032
Lavarone,71,74,350,6.6,26.1,5.7,1.4,2010-01-02T00:00:00,T0032
Lavarone,3,44,314,0.0,19.8,5.7,-0.8,2010-01-03T00:00:00,T0032
Lavarone,71,57,348,0.2,10.1,3.1,-0.7,2010-01-04T00:00:00,T0032
Lavarone,73,68,5,1.5,11.4,4.0,0.2,2010-01-05T00:00:00,T0032
Lavarone,73,83,331,1.4,11.9,3.7,1.6,2010-01-06T00:00:00,T0032
Lavarone,71,85,26,0.4,13.7,4.1,1.7,2010-01-07T00:00:00,T0032
Lavarone,73,92,16,23.9,24.9,7.1,2.3,2010-01-08T00:00:00,T0032
Lavarone,73,94,42,27.5,32.6,8.5,3.1,2010-01-09T00:00:00,T0032
Lavarone,73,90,279,4.6,12.6,3.8,2.6,2010-01-10T00:00:00,T0032
Lavarone,3,91,312,0.0,11.2,3.1,0.7,2010-01-11T00:00:00,T0032
Lavarone,3,89,359,0.0,9.4,3.2,1.5,2010-01-12T00:00:00,T0032
Lavarone,71,88,349,0.5,9.4,3.7,0.8,2010-01-13T00:00:00,T0032
Lavarone,71,86,14,0.0,9.7,3.1,1.6,2010-01-14T00:00:00,T0032
Lavarone,3,81,5,0.0,12.4,4.1,1.2,2010-01-15T00:00:00,T0032
Lavarone,3,79,9,0.0,11.0,3.1,0.5,2010-01-16T00:00:00,T0032
Lavarone,71,84,305,0.3,11.9,2.5,0.8,2010-01-17T00:00:00,T0032
Lavarone,1,73,332,0.0,13.8,4.5,1.8,2010-01-18T00:00:00,T0032
Lavarone,0,68,344,0.0,12.4,4.2,1.4,2010-01-19T00:00:00,T0032
Lavarone,3,77,339,0.0,11.0,3.5,-0.2,2010-01-20T00:00:00,T0032
Lavarone,1,74,338,0.0,12.4,3.4,-0.2,2010-01-21T00:00:00,T0032
Lavarone,71,85,30,0.0,11.5,3.2,0.2,2010-01-22T00:00:00,T0032
Lavarone,3,89,263,0.0,9.3,2.3,0.1,2010-01-23T00:00:00,T0032
Lavarone,71,92,59,0.0,10.3,3.1,-0.9,2010-01-24T00:00:00,T0032
Lavarone,3,76,85,0.0,12.2,3.6,-1.1,2010-01-25T00:00:00,T0032
Lavarone,71,81,54,1.6,14.9,4.0,-0.6,2010-01-26T00:00:00,T0032
Lavarone,3,77,6,0.0,14.1,3.9,-0.3,2010-01-27T00:00:00,T0032
Lavarone,3,88,137,0.0,13.8,3.4,-0.5,2010-01-28T00:00:00,T0032
Lavarone,73,80,128,1.4,11.8,2.6,-0.1,2010-01-29T00:00:00,T0032
Lavarone,73,80,97,3.3,14.5,3.1,0.5,2010-01-30T00:00:00,T0032
Lavarone,75,59,359,4.6,19.1,4.1,-0.1,2010-01-31T00:00:00,T0032
Lavarone,3,51,314,0.0,15.5,4.6,-0.0,2010-02-01T00:00:00,T0032
Lavarone,3,51,297,0.0,18.6,4.4,1.1,2010-02-02T00:00:00,T0032
Lavarone,3,62,305,0.0,17.3,4.2,1.9,2010-02-03T00:00:00,T0032
Lavarone,3,75,329,0.0,11.8,2.9,2.5,2010-02-04T00:00:00,T0032
Lavarone,75,91,31,22.9,19.1,5.3,2.4,2010-02-05T00:00:00,T0032
Lavarone,73,90,331,8.6,19.8,5.1,3.9,2010-02-06T00:00:00,T0032
Lavarone,71,88,320,2.2,19.1,3.9,3.0,2010-02-07T00:00:00,T0032
Lavarone,71,87,85,0.2,11.5,2.8,0.8,2010-02-08T00:00:00,T0032
Lavarone,3,84,83,0.0,11.5,3.3,0.3,2010-02-09T00:00:00,T0032
Lavarone,73,77,1,6.9,16.3,4.3,1.4,2010-02-10T00:00:00,T0032
Lavarone,73,83,36,6.6,21.6,4.9,-0.7,2010-02-11T00:00:00,T0032
Lavarone,71,72,24,0.5,17.1,4.8,1.1,2010-02-12T00:00:00,T0032
Lavarone,3,65,314,0.0,16.2,5.3,1.8,2010-02-13T00:00:00,T0032
Lavarone,51,78,39,0.5,12.7,4.3,2.0,2010-02-14T00:00:00,T0032
Lavarone,3,82,130,0.0,13.3,3.7,1.5,2010-02-15T00:00:00,T0032
Lavarone,3,80,59,0.0,14.0,4.0,1.6,2010-02-16T00:00:00,T0032
Lavarone,51,81,9,1.4,13.2,3.4,3.7,2010-02-17T00:00:00,T0032
Lavarone,71,90,271,4.3,15.2,4.4,5.2,2010-02-18T00:00:00,T0032
Lavarone,73,96,21,37.3,25.4,7.4,3.6,2010-02-19T00:00:00,T0032
Lavarone,71,88,14,7.4,17.0,4.9,3.4,2010-02-20T00:00:00,T0032
Lavarone,71,90,45,2.0,18.6,4.8,1.7,2010-02-21T00:00:00,T0032
Lavarone,71,88,104,1.9,14.7,3.2,3.4,2010-02-22T00:00:00,T0032
Lavarone,71,88,279,1.9,12.4,3.4,4.6,2010-02-23T00:00:00,T0032
Lavarone,51,83,347,0.1,12.3,3.6,5.7,2010-02-24T00:00:00,T0032
Lavarone,51,86,163,1.1,16.4,4.3,5.4,2010-02-25T00:00:00,T0032
Lavarone,71,94,348,13.7,18.5,5.1,4.8,2010-02-26T00:00:00,T0032
Lavarone,3,71,3,0.0,19.5,4.6,4.1,2010-02-27T00:00:00,T0032
Lavarone,71,82,357,0.4,16.9,3.4,5.6,2010-02-28T00:00:00,T0032
Lavarone,3,83,329,0.0,16.4,4.8,5.3,2010-03-01T00:00:00,T0032
Lavarone,51,85,341,2.1,13.6,3.4,7.3,2010-03-02T00:00:00,T0032
Lavarone,73,92,47,10.8,21.1,6.6,4.6,2010-03-03T00:00:00,T0032
Lavarone,73,82,66,6.4,22.4,6.0,4.6,2010-03-04T00:00:00,T0032
Lavarone,73,85,29,8.5,17.4,3.3,0.9,2010-03-05T00:00:00,T0032
Lavarone,71,65,198,0.2,20.9,5.8,-1.2,2010-03-06T00:00:00,T0032
Lavarone,3,62,74,0.0,31.1,9.1,-0.3,2010-03-07T00:00:00,T0032
Lavarone,1,51,99,0.0,23.8,6.7,-1.2,2010-03-08T00:00:00,T0032
Lavarone,73,53,65,3.4,44.5,13.1,-1.7,2010-03-09T00:00:00,T0032
Lavarone,75,86,54,22.8,37.2,8.1,-0.2,2010-03-10T00:00:00,T0032
Lavarone,71,80,201,0.1,13.3,3.4,0.3,2010-03-11T00:00:00,T0032
Lavarone,3,79,215,0.0,13.9,4.3,1.3,2010-03-12T00:00:00,T0032
Lavarone,3,77,287,0.0,15.9,5.0,3.2,2010-03-13T00:00:00,T0032
Lavarone,51,73,263,0.1,16.9,5.0,4.7,2010-03-14T00:00:00,T0032
Lavarone,51,63,308,0.5,20.2,5.1,5.1,2010-03-15T00:00:00,T0032
Lavarone,3,49,322,0.0,16.7,4.6,6.8,2010-03-16T00:00:00,T0032
Lavarone,3,62,261,0.0,16.4,4.1,7.6,2010-03-17T00:00:00,T0032
Lavarone,3,76,161,0.0,16.3,4.6,7.5,2010-03-18T00:00:00,T0032
Lavarone,3,77,205,0.0,15.1,3.7,8.2,2010-03-19T00:00:00,T0032
Lavarone,3,81,221,0.0,17.6,3.8,8.5,2010-03-20T00:00:00,T0032
Lavarone,3,89,227,0.0,16.6,3.0,9.1,2010-03-21T00:00:00,T0032
Lavarone,53,94,93,5.5,13.1,3.8,9.2,2010-03-22T00:00:00,T0032
Lavarone,51,87,89,2.1,11.1,3.0,10.5,2010-03-23T00:00:00,T0032
Lavarone,3,80,82,0.0,17.8,5.0,9.9,2010-03-24T00:00:00,T0032
Lavarone,51,81,143,1.6,16.7,4.5,11.7,2010-03-25T00:00:00,T0032
Lavarone,61,96,94,14.4,25.8,5.7,9.0,2010-03-26T00:00:00,T0032
Lavarone,55,78,278,5.7,19.4,4.5,8.6,2010-03-27T00:00:00,T0032
Lavarone,51,67,36,0.1,16.9,4.8,9.9,2010-03-28T00:00:00,T0032
Lavarone,51,77,123,0.4,17.7,5.5,10.3,2010-03-29T00:00:00,T0032
Lavarone,63,94,81,19.8,22.7,6.2,8.8,2010-03-30T00:00:00,T0032
Lavarone,71,88,355,7.4,16.5,3.9,6.9,2010-03-31T00:00:00,T0032
Lavarone,73,91,38,18.5,24.2,6.3,4.7,2010-04-01T00:00:00,T0032
Lavarone,51,67,319,0.1,19.9,5.4,4.7,2010-04-02T00:00:00,T0032
Lavarone,61,79,134,4.5,19.0,4.2,7.2,2010-04-03T00:00:00,T0032
Lavarone,53,88,79,5.6,22.0,6.2,7.3,2010-04-04T00:00:00,T0032
Lavarone,61,64,320,4.6,27.4,5.5,8.7,2010-04-05T00:00:00,T0032
Lavarone,1,57,339,0.0,19.0,5.7,9.0,2010-04-06T00:00:00,T0032
Lavarone,2,69,96,0.0,15.1,4.9,10.8,2010-04-07T00:00:00,T0032
Lavarone,0,67,76,0.0,17.4,5.0,11.0,2010-04-08T00:00:00,T0032
Lavarone,51,63,278,0.2,14.9,4.0,12.7,2010-04-09T00:00:00,T0032
Lavarone,61,74,105,8.8,17.9,4.7,12.6,2010-04-10T00:00:00,T0032
Lavarone,73,82,73,9.8,25.1,4.8,6.7,2010-04-11T00:00:00,T0032
Lavarone,71,68,51,2.7,22.1,6.3,5.9,2010-04-12T00:00:00,T0032
Lavarone,51,70,86,0.4,16.5,5.0,6.8,2010-04-13T00:00:00,T0032
Lavarone,53,78,307,4.0,16.7,4.3,7.4,2010-04-14T00:00:00,T0032
Lavarone,53,79,109,3.6,14.0,3.5,8.6,2010-04-15T00:00:00,T0032
Lavarone,53,73,67,1.5,21.6,5.5,10.3,2010-04-16T00:00:00,T0032
Lavarone,61,80,52,4.6,30.6,6.4,9.4,2010-04-17T00:00:00,T0032
Lavarone,55,82,68,8.6,20.6,4.9,8.3,2010-04-18T00:00:00,T0032
Lavarone,61,74,315,2.3,19.8,5.1,10.6,2010-04-19T00:00:00,T0032
Lavarone,53,65,275,1.1,19.4,4.9,12.4,2010-04-20T00:00:00,T0032
Lavarone,51,67,241,1.1,19.7,5.8,12.8,2010-04-21T00:00:00,T0032
Lavarone,53,83,87,2.5,19.5,6.0,12.4,2010-04-22T00:00:00,T0032
Lavarone,53,90,67,6.6,20.4,5.9,10.9,2010-04-23T00:00:00,T0032
Lavarone,53,85,145,3.0,14.6,3.9,12.0,2010-04-24T00:00:00,T0032
Lavarone,51,73,99,0.2,18.6,5.4,14.1,2010-04-25T00:00:00,T0032
Lavarone,61,78,342,5.6,15.7,3.5,14.6,2010-04-26T00:00:00,T0032
Lavarone,55,75,36,5.8,17.9,4.9,14.1,2010-04-27T00:00:00,T0032
Lavarone,53,71,179,1.9,16.6,5.3,14.6,2010-04-28T00:00:00,T0032
Lavarone,2,68,181,0.0,15.1,4.6,16.6,2010-04-29T00:00:00,T0032
Lavarone,51,71,161,0.1,17.8,4.8,16.6,2010-04-30T00:00:00,T0032
Lavarone,3,73,194,0.0,20.5,5.5,15.9,2010-05-01T00:00:00,T0032
Lavarone,63,86,89,29.4,21.0,5.7,13.7,2010-05-02T00:00:00,T0032
Lavarone,63,90,105,24.2,23.8,5.7,13.7,2010-05-03T00:00:00,T0032
Lavarone,63,96,43,47.9,33.1,9.0,11.8,2010-05-04T00:00:00,T0032
Lavarone,63,90,44,42.4,46.6,10.6,12.5,2010-05-05T00:00:00,T0032
Lavarone,61,89,218,9.9,20.1,5.2,9.8,2010-05-06T00:00:00,T0032
Lavarone,53,78,192,5.5,18.4,4.7,10.5,2010-05-07T00:00:00,T0032
Lavarone,53,87,202,6.9,15.7,3.7,11.4,2010-05-08T00:00:00,T0032
Lavarone,51,80,239,1.2,20.4,5.7,11.5,2010-05-09T00:00:00,T0032
Lavarone,53,85,206,2.4,18.1,2.9,12.3,2010-05-10T00:00:00,T0032
Lavarone,63,91,76,23.9,18.6,4.2,12.1,2010-05-11T00:00:00,T0032
Lavarone,61,89,134,16.3,19.4,3.9,12.9,2010-05-12T00:00:00,T0032
Lavarone,55,86,212,4.6,17.3,4.5,12.5,2010-05-13T00:00:00,T0032
Lavarone,61,79,223,6.9,19.5,5.6,12.4,2010-05-14T00:00:00,T0032
Lavarone,55,83,318,5.6,24.7,4.6,11.4,2010-05-15T00:00:00,T0032
Lavarone,3,56,324,0.0,25.1,5.2,13.2,2010-05-16T00:00:00,T0032
Lavarone,3,52,325,0.0,24.0,5.4,13.9,2010-05-17T00:00:00,T0032
Lavarone,51,54,326,0.3,22.6,5.7,13.7,2010-05-18T00:00:00,T0032
Lavarone,51,54,89,0.6,20.6,6.1,13.4,2010-05-19T00:00:00,T0032
Lavarone,63,70,227,5.8,17.7,4.1,13.6,2010-05-20T00:00:00,T0032
Lavarone,51,61,320,1.2,18.2,5.0,15.7,2010-05-21T00:00:00,T0032
Lavarone,61,62,288,4.5,16.6,4.7,16.7,2010-05-22T00:00:00,T0032
Lavarone,55,63,282,2.5,15.2,3.9,17.3,2010-05-23T00:00:00,T0032
Lavarone,2,67,234,0.0,18.6,5.2,18.5,2010-05-24T00:00:00,T0032
Lavarone,51,69,205,0.3,20.2,5.5,19.1,2010-05-25T00:00:00,T0032
Lavarone,51,68,210,0.2,22.9,6.2,17.5,2010-05-26T00:00:00,T0032
Lavarone,61,68,115,5.2,16.8,3.4,16.7,2010-05-27T00:00:00,T0032
Lavarone,61,80,141,3.8,15.9,3.9,15.4,2010-05-28T00:00:00,T0032
Lavarone,63,84,52,13.9,14.4,3.9,15.9,2010-05-29T00:00:00,T0032
Lavarone,55,87,236,6.2,19.4,3.8,15.8,2010-05-30T00:00:00,T0032
Lavarone,55,69,6,4.8,25.5,4.3,15.9,2010-05-31T00:00:00,T0032
Lavarone,53,64,269,0.9,22.7,6.2,16.1,2010-06-01T00:00:00,T0032
Lavarone,53,67,16,4.0,17.7,3.4,17.0,2010-06-02T00:00:00,T0032
Lavarone,61,83,119,8.1,19.4,4.1,15.4,2010-06-03T00:00:00,T0032
Lavarone,63,79,200,4.7,17.1,4.5,17.9,2010-06-04T00:00:00,T0032
Lavarone,3,78,164,0.0,15.1,4.2,19.5,2010-06-05T00:00:00,T0032
Lavarone,51,73,178,0.1,15.8,4.7,20.6,2010-06-06T00:00:00,T0032
Lavarone,63,80,143,7.4,14.2,3.5,19.5,2010-06-07T00:00:00,T0032
Lavarone,61,82,177,7.8,16.1,4.3,19.3,2010-06-08T00:00:00,T0032
Lavarone,61,84,101,5.5,18.9,4.7,19.8,2010-06-09T00:00:00,T0032
Lavarone,51,81,81,0.1,18.7,5.9,19.8,2010-06-10T00:00:00,T0032
Lavarone,2,77,100,0.0,18.5,5.4,20.9,2010-06-11T00:00:00,T0032
Lavarone,63,79,121,6.5,18.3,5.2,21.2,2010-06-12T00:00:00,T0032
Lavarone,63,84,233,11.8,18.4,4.2,19.8,2010-06-13T00:00:00,T0032
Lavarone,53,73,206,1.7,19.3,5.3,19.1,2010-06-14T00:00:00,T0032
Lavarone,63,91,38,29.4,21.8,4.5,17.3,2010-06-15T00:00:00,T0032
Lavarone,63,91,63,36.3,24.0,4.2,17.3,2010-06-16T00:00:00,T0032
Lavarone,63,90,73,21.2,20.2,3.4,16.5,2010-06-17T00:00:00,T0032
Lavarone,53,75,238,1.7,16.4,5.0,17.0,2010-06-18T00:00:00,T0032
Lavarone,63,88,49,26.5,17.2,4.7,15.3,2010-06-19T00:00:00,T0032
Lavarone,63,87,1,49.3,35.5,8.4,10.8,2010-06-20T00:00:00,T0032
Lavarone,3,64,336,0.0,23.1,5.7,15.8,2010-06-21T00:00:00,T0032
Lavarone,51,63,323,0.5,19.3,4.8,16.8,2010-06-22T00:00:00,T0032
Lavarone,3,59,219,0.0,17.2,5.1,18.5,2010-06-23T00:00:00,T0032
Lavarone,51,72,177,0.8,15.9,5.4,18.9,2010-06-24T00:00:00,T0032
Lavarone,51,73,194,1.0,14.3,3.9,19.6,2010-06-25T00:00:00,T0032
Lavarone,63,80,90,8.7,13.5,3.5,20.0,2010-06-26T00:00:00,T0032
Lavarone,61,77,156,4.2,14.6,4.6,20.7,2010-06-27T00:00:00,T0032
Lavarone,53,78,164,2.9,14.2,4.4,22.0,2010-06-28T00:00:00,T0032
Lavarone,61,83,243,7.2,14.5,3.7,20.7,2010-06-29T00:00:00,T0032
Lavarone,61,77,301,5.7,13.0,3.6,22.1,2010-06-30T00:00:00,T0032
Lavarone,61,78,344,4.9,14.2,3.1,21.8,2010-07-01T00:00:00,T0032
Lavarone,61,84,270,4.7,14.0,4.4,21.8,2010-07-02T00:00:00,T0032
Lavarone,61,79,269,2.9,14.2,4.4,23.3,2010-07-03T00:00:00,T0032
Lavarone,63,77,360,9.9,14.6,4.2,23.9,2010-07-04T00:00:00,T0032
Lavarone,61,82,316,11.1,13.4,3.3,22.4,2010-07-05T00:00:00,T0032
Lavarone,63,82,38,24.8,14.5,4.0,21.2,2010-07-06T00:00:00,T0032
Lavarone,61,76,102,2.5,19.7,5.4,20.0,2010-07-07T00:00:00,T0032
Lavarone,51,72,154,0.1,14.7,4.3,20.7,2010-07-08T00:00:00,T0032
Lavarone,3,79,181,0.0,14.0,4.2,22.1,2010-07-09T00:00:00,T0032
Lavarone,51,79,149,0.8,12.3,3.6,23.7,2010-07-10T00:00:00,T0032
Lavarone,53,76,135,1.2,12.4,4.2,24.6,2010-07-11T00:00:00,T0032
Lavarone,61,82,257,5.8,14.5,3.9,23.4,2010-07-12T00:00:00,T0032
Lavarone,61,81,175,2.2,16.0,4.4,23.3,2010-07-13T00:00:00,T0032
Lavarone,51,82,205,0.4,16.0,4.6,24.2,2010-07-14T00:00:00,T0032
Lavarone,51,73,181,0.2,15.2,3.8,25.3,2010-07-15T00:00:00,T0032
Lavarone,51,71,103,0.1,13.4,4.0,26.0,2010-07-16T00:00:00,T0032
Lavarone,51,70,219,0.3,14.7,4.6,25.5,2010-07-17T00:00:00,T0032
Lavarone,61,60,40,4.2,24.6,6.6,22.7,2010-07-18T00:00:00,T0032
Lavarone,51,61,102,0.3,13.6,3.8,22.7,2010-07-19T00:00:00,T0032
Lavarone,51,73,100,0.4,16.2,4.6,21.9,2010-07-20T00:00:00,T0032
Lavarone,53,78,207,0.8,13.9,3.8,23.0,2010-07-21T00:00:00,T0032
Lavarone,51,75,208,0.5,18.8,4.7,23.9,2010-07-22T00:00:00,T0032
Lavarone,63,77,240,14.0,23.2,5.3,23.4,2010-07-23T00:00:00,T0032
Lavarone,53,55,346,1.1,32.2,7.8,20.5,2010-07-24T00:00:00,T0032
Lavarone,53,53,14,2.7,18.0,4.7,19.8,2010-07-25T00:00:00,T0032
Lavarone,61,70,196,4.4,15.4,3.7,18.0,2010-07-26T00:00:00,T0032
Lavarone,55,76,354,10.3,15.4,3.5,18.4,2010-07-27T00:00:00,T0032
Lavarone,53,71,216,1.3,17.6,4.7,19.8,2010-07-28T00:00:00,T0032
Lavarone,61,91,38,17.2,19.5,4.7,17.2,2010-07-29T00:00:00,T0032
Lavarone,61,80,8,7.2,17.1,3.7,16.0,2010-07-30T00:00:00,T0032
Lavarone,2,68,215,0.0,15.5,4.2,18.4,2010-07-31T00:00:00,T0032
Lavarone,1,68,211,0.0,15.0,4.3,20.8,2010-08-01T00:00:00,T0032
Lavarone,53,71,198,1.2,16.4,4.5,21.9,2010-08-02T00:00:00,T0032
Lavarone,63,80,14,16.6,17.4,3.5,20.4,2010-08-03T00:00:00,T0032
Lavarone,3,69,94,0.0,17.6,5.0,19.7,2010-08-04T00:00:00,T0032
Lavarone,61,84,19,13.9,20.7,4.9,16.4,2010-08-05T00:00:00,T0032
Lavarone,51,66,332,0.4,20.7,4.7,18.0,2010-08-06T00:00:00,T0032
Lavarone,3,67,250,0.0,17.2,4.9,19.5,2010-08-07T00:00:00,T0032
Lavarone,55,79,58,4.6,14.2,3.4,19.8,2010-08-08T00:00:00,T0032
Lavarone,53,80,174,1.6,14.0,4.3,20.1,2010-08-09T00:00:00,T0032
Lavarone,51,80,33,2.3,12.1,3.7,20.7,2010-08-10T00:00:00,T0032
Lavarone,61,84,349,4.7,14.4,3.8,20.2,2010-08-11T00:00:00,T0032
Lavarone,63,82,40,5.4,17.3,4.5,19.7,2010-08-12T00:00:00,T0032
Lavarone,63,91,52,16.2,15.7,4.6,17.3,2010-08-13T00:00:00,T0032
Lavarone,63,92,62,44.6,26.6,6.3,16.6,2010-08-14T00:00:00,T0032
Lavarone,63,86,192,28.1,28.4,4.6,17.9,2010-08-15T00:00:00,T0032
Lavarone,53,75,244,3.3,20.8,5.5,16.4,2010-08-16T00:00:00,T0032
Lavarone,51,70,197,0.1,16.9,5.3,18.2,2010-08-17T00:00:00,T0032
Lavarone,51,80,188,2.2,17.0,4.5,19.0,2010-08-18T00:00:00,T0032
Lavarone,3,77,158,0.0,15.4,4.4,20.3,2010-08-19T00:00:00,T0032
Lavarone,61,83,133,6.1,11.1,3.3,21.2,2010-08-20T00:00:00,T0032
Lavarone,55,79,29,1.2,15.9,4.1,21.9,2010-08-21T00:00:00,T0032
Lavarone,53,77,237,2.2,12.6,3.7,23.3,2010-08-22T00:00:00,T0032
Lavarone,3,78,202,0.0,17.2,4.8,23.4,2010-08-23T00:00:00,T0032
Lavarone,53,82,206,1.5,18.2,3.8,21.9,2010-08-24T00:00:00,T0032
Lavarone,61,88,111,5.6,15.0,4.0,21.1,2010-08-25T00:00:00,T0032
Lavarone,51,83,177,0.6,15.8,4.1,22.6,2010-08-26T00:00:00,T0032
Lavarone,51,83,229,0.1,25.2,6.9,22.6,2010-08-27T00:00:00,T0032
Lavarone,61,82,52,9.6,19.0,5.0,20.0,2010-08-28T00:00:00,T0032
Lavarone,53,70,121,1.5,15.4,4.4,16.5,2010-08-29T00:00:00,T0032
Lavarone,61,72,92,5.8,17.1,3.0,15.5,2010-08-30T00:00:00,T0032
Lavarone,3,62,321,0.0,24.5,6.3,15.1,2010-08-31T00:00:00,T0032
Lavarone,0,56,308,0.0,20.8,6.0,14.9,2010-09-01T00:00:00,T0032
Lavarone,3,67,124,0.0,13.9,3.9,16.5,2010-09-02T00:00:00,T0032
Lavarone,61,78,83,3.2,14.1,4.3,17.1,2010-09-03T00:00:00,T0032
Lavarone,61,85,172,4.8,15.3,3.9,17.1,2010-09-04T00:00:00,T0032
Lavarone,53,82,79,4.4,16.0,5.2,15.7,2010-09-05T00:00:00,T0032
Lavarone,51,80,90,0.5,16.6,5.1,14.4,2010-09-06T00:00:00,T0032
Lavarone,55,91,45,12.3,21.4,4.1,13.9,2010-09-07T00:00:00,T0032
Lavarone,63,93,50,31.1,21.2,4.9,16.2,2010-09-08T00:00:00,T0032
Lavarone,61,85,19,8.1,16.2,4.3,15.0,2010-09-09T00:00:00,T0032
Lavarone,3,65,334,0.0,17.4,5.3,16.7,2010-09-10T00:00:00,T0032
Lavarone,2,64,316,0.0,15.9,4.3,16.9,2010-09-11T00:00:00,T0032
Lavarone,3,67,179,0.0,12.9,3.6,18.4,2010-09-12T00:00:00,T0032
Lavarone,61,76,346,6.1,18.4,4.7,16.6,2010-09-13T00:00:00,T0032
Lavarone,3,66,288,0.0,16.3,4.5,16.9,2010-09-14T00:00:00,T0032
Lavarone,2,73,196,0.0,17.3,5.0,17.9,2010-09-15T00:00:00,T0032
Lavarone,51,82,195,1.5,18.7,4.1,17.4,2010-09-16T00:00:00,T0032
Lavarone,61,93,205,15.7,28.4,3.8,17.0,2010-09-17T00:00:00,T0032
Lavarone,63,92,57,22.1,26.4,5.5,14.4,2010-09-18T00:00:00,T0032
Lavarone,51,76,139,0.3,17.7,4.6,15.1,2010-09-19T00:00:00,T0032
Lavarone,3,73,169,0.0,12.6,3.1,15.3,2010-09-20T00:00:00,T0032
Lavarone,2,79,43,0.0,13.9,3.8,15.7,2010-09-21T00:00:00,T0032
Lavarone,2,72,38,0.0,15.5,4.6,16.3,2010-09-22T00:00:00,T0032
Lavarone,3,68,69,0.0,14.6,4.6,16.6,2010-09-23T00:00:00,T0032
Lavarone,63,79,59,8.2,18.8,6.0,14.5,2010-09-24T00:00:00,T0032
Lavarone,63,82,18,31.1,20.1,5.2,13.6,2010-09-25T00:00:00,T0032
Lavarone,53,71,353,2.4,19.9,5.2,13.0,2010-09-26T00:00:00,T0032
Lavarone,61,90,21,12.4,17.3,4.7,11.5,2010-09-27T00:00:00,T0032
Lavarone,55,87,343,2.9,15.0,3.5,10.7,2010-09-28T00:00:00,T0032
Lavarone,2,76,276,0.0,14.9,4.2,12.6,2010-09-29T00:00:00,T0032
Lavarone,53,78,66,3.4,12.6,3.5,13.4,2010-09-30T00:00:00,T0032
Lavarone,55,93,53,7.0,11.2,4.1,12.1,2010-10-01T00:00:00,T0032
Lavarone,3,83,153,0.0,11.4,3.1,13.5,2010-10-02T00:00:00,T0032
Lavarone,3,86,192,0.0,12.4,3.4,14.3,2010-10-03T00:00:00,T0032
Lavarone,61,92,55,9.5,19.8,4.4,14.5,2010-10-04T00:00:00,T0032
Lavarone,63,91,75,17.1,18.1,4.7,16.0,2010-10-05T00:00:00,T0032
Lavarone,51,88,73,0.1,14.1,4.0,14.9,2010-10-06T00:00:00,T0032
Lavarone,51,86,101,0.1,14.3,4.0,15.5,2010-10-07T00:00:00,T0032
Lavarone,2,76,83,0.0,17.2,4.6,13.0,2010-10-08T00:00:00,T0032
Lavarone,2,70,76,0.0,13.9,3.9,11.4,2010-10-09T00:00:00,T0032
Lavarone,3,71,50,0.0,15.4,4.6,10.3,2010-10-10T00:00:00,T0032
Lavarone,3,66,43,0.0,20.0,5.5,10.2,2010-10-11T00:00:00,T0032
Lavarone,3,66,41,0.0,14.9,4.8,11.1,2010-10-12T00:00:00,T0032
Lavarone,51,75,20,0.1,16.7,5.5,10.4,2010-10-13T00:00:00,T0032
Lavarone,3,75,359,0.0,13.0,4.1,11.5,2010-10-14T00:00:00,T0032
Lavarone,2,83,80,0.0,14.9,4.4,10.1,2010-10-15T00:00:00,T0032
Lavarone,61,81,73,3.8,16.4,4.5,9.0,2010-10-16T00:00:00,T0032
Lavarone,71,88,44,19.7,29.5,7.0,7.1,2010-10-17T00:00:00,T0032
Lavarone,3,74,4,0.0,16.9,4.9,9.6,2010-10-18T00:00:00,T0032
Lavarone,3,64,337,0.0,19.2,5.8,9.9,2010-10-19T00:00:00,T0032
Lavarone,53,80,342,0.9,16.9,3.3,9.4,2010-10-20T00:00:00,T0032
Lavarone,2,66,12,0.0,15.4,4.3,7.8,2010-10-21T00:00:00,T0032
Lavarone,3,68,280,0.0,14.3,3.6,9.2,2010-10-22T00:00:00,T0032
Lavarone,3,83,299,0.0,14.8,3.0,8.3,2010-10-23T00:00:00,T0032
Lavarone,61,90,356,8.2,14.5,3.0,8.6,2010-10-24T00:00:00,T0032
Lavarone,73,90,355,52.4,36.7,8.9,6.2,2010-10-25T00:00:00,T0032
Lavarone,73,70,338,6.4,19.4,3.5,6.4,2010-10-26T00:00:00,T0032
Lavarone,3,70,314,0.0,12.6,4.0,6.0,2010-10-27T00:00:00,T0032
Lavarone,3,83,325,0.0,11.8,3.2,6.7,2010-10-28T00:00:00,T0032
Lavarone,0,82,317,0.0,13.7,4.0,8.4,2010-10-29T00:00:00,T0032
Lavarone,3,87,54,0.0,15.9,4.7,7.5,2010-10-30T00:00:00,T0032
Lavarone,63,97,56,66.2,29.7,8.4,8.9,2010-10-31T00:00:00,T0032
Lavarone,63,97,60,69.6,38.2,8.0,11.7,2010-11-01T00:00:00,T0032
Lavarone,63,93,30,26.6,27.9,7.6,11.2,2010-11-02T00:00:00,T0032
Lavarone,3,89,9,0.0,15.1,4.4,10.5,2010-11-03T00:00:00,T0032
Lavarone,3,89,304,0.0,12.7,3.9,11.7,2010-11-04T00:00:00,T0032
